cid,Smax38,Smax39,Geto,Chi5ch,Smax35,Smax36,Smax37,Smax30,Smax31,Smax32,Smax33,bcutv8,bcutv9,bcutv6,bcutv7,bcutv4,bcutv5,bcutv2,bcutv3,QNmin,bcutv1,SPP,Platt,Smax34,S44,S45,S46,S47,S40,S41,S42,S43,S48,S49,GATSp5,GATSp4,GATSp7,GATSp6,GATSp1,bcute13,GATSp3,GATSp2,GATSp8,Smin78,Chiv6ch,Tac,Smin72,Smin73,Smin70,Smin71,Smin76,Smin77,Smin74,Smin75,Chiv9,Chiv8,Chiv5,Chiv4,Chiv7,Chiv6,Chiv1,Chiv0,Chiv3,Chiv2,Smin,bcutm9,bcutm8,bcutm7,bcutm6,bcutm5,bcutm4,bcutm3,bcutm2,bcutm1,ATSp3,ATSp2,ATSp1,ATSp7,ATSp6,ATSp5,ATSp4,ATSp8,MATSv1,ndonr,TPSA1,bcutv15,bcutv16,QNss,bcutv10,nhal,bcutv12,bcutv13,MATSv2,MATSv5,SIC0,SIC3,SIC2,PC2,PC3,PC1,PC6,PC4,PC5,Shev,Shet,Smax15,MR,nphos,S9,S8,GMTIV,S3,S2,S1,S7,S6,S5,S4,nta,MATSe4,MATSe5,MATSe6,MATSe7,MATSe1,MATSe2,MATSe3,MATSe8,GATSe7,ZM2,ZM1,Smax67,Smax66,Smax65,Smax64,Smax63,Smax62,Smax61,Smax60,Thara,Smax69,Smax68,bcutp16,Smax0,bcutp14,bcutp15,bcutp12,bcutp13,bcutp10,bcutp11,Qmin,Smin51,QNmax,S39,S38,bcute6,S35,S34,S37,S36,S31,S30,S33,S32,Smin25,Smin24,naro,Smin26,Smin21,Smin20,Smin23,Smin22,Smin29,Smin28,QCmax,Tpc,Mnc,ATSm8,ncocl,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSm6,ATSm7,Chi3ch,Chiv3c,S77,Smin27,S76,Smax29,Smax28,Smax23,Smax22,Smax21,Smax20,Smax27,Smax26,Smax25,Smax24,kappa1,kappa3,kappa2,Hato,TPSA,S79,IDET,Smax58,Smax59,Smax56,Smax57,Smax54,Smax55,S75,Smax53,Smax50,Smax51,Smax73,Smin69,Smin68,Shal,Smin61,Smin60,Smin63,Smin62,Smin65,Smin64,Smin67,Smin66,MATSv8,ntb,SIC5,SIC4,MATSv3,SIC6,SIC1,MATSv4,MATSv7,MATSv6,GATSe8,W,GATSe2,GATSe3,GATSe1,GATSe6,VSAEstate10,GATSe4,GATSe5,Ipc,Smin45,Rpc,Chiv3ch,Smin44,bcute7,LogP2,bcute5,bcute4,bcute3,bcute2,bcute1,bcute9,bcute8,knotp,ncobr,MATSm8,MATSm4,MATSm5,MATSm6,MATSm7,MATSm1,MATSm2,MATSm3,nnitro,Chi3c,IVDE,MRVSA9,MRVSA8,MRVSA5,MRVSA4,MRVSA7,MRVSA6,MRVSA1,MRVSA0,MRVSA3,MRVSA2,Qmax,Smax,Xu,Smax12,Smax13,Smax10,Smax11,Smax16,Smax17,Smax14,ndb,Smax18,Smax19,DZ,PEOEVSA12,PEOEVSA11,PEOEVSA10,nsulph,DS,QCmin,IDE,Chi4pc,S22,S23,S20,S21,S26,S27,S24,S25,S28,S29,Smin10,Smin11,Pol,Smin13,Smin14,Smin15,Smin16,Smin17,Smin18,Smin19,Chi0,Chi6ch,Save,Chi4c,Rnc,Smax8,Smax9,naccr,Smax1,Smax2,Smax3,Smax4,Smax5,Smax6,Smax7,Qindex,bcutv14,slogPVSA10,slogPVSA11,Smin57,bcutv11,S50,Chi8,Chi9,Chi2,Chi3,LDI,Chi1,Chi6,Chi7,Chi4,Chi5,Smin32,PEOEVSA13,Chiv4c,LogP,Smax49,Smax48,S68,S69,Smax45,Smax44,Smax47,S65,Smax41,Smax40,Smax43,Smax42,Smin54,Smin55,Smin56,bcute14,Smin50,bcute12,Smin52,Smin53,Smin58,Smin59,dchi4,dchi3,dchi2,dchi1,dchi0,EstateVSA4,EstateVSA5,EstateVSA6,EstateVSA7,EstateVSA0,EstateVSA1,EstateVSA2,EstateVSA3,S66,S67,S64,ATSv1,VSAEstate0,ATSv8,S19,S18,VSAEstate4,VSAEstate5,VSAEstate6,BertzCT,S13,S12,S11,S10,S17,S16,S15,S14,GATSm2,GATSm3,GATSm1,GATSm6,S60,GATSm4,GATSm5,GATSm8,S61,bcute16,bcute15,Chiv5ch,GMTI,nring,QHmax,bcute11,bcute10,CIC5,CIC4,CIC6,CIC1,CIC0,CIC3,CIC2,bcutp8,bcutp9,bcutp4,bcutp5,bcutp6,bcutp7,bcutp1,bcutp2,bcutp3,ncarb,kappam1,TIAC,kappam3,kappam2,noxy,Chiv4pc,PEOEVSA3,PEOEVSA2,PEOEVSA1,PEOEVSA0,PEOEVSA7,PEOEVSA6,PEOEVSA5,PEOEVSA4,Qass,PEOEVSA9,PEOEVSA8,phi,QOmin,GATSv3,GATSv2,GATSv1,GATSv7,GATSv6,GATSv5,GATSv4,GATSv8,QCss,Chiv10,slogPVSA2,slogPVSA3,slogPVSA0,slogPVSA1,slogPVSA6,slogPVSA7,slogPVSA4,slogPVSA5,Chi4ch,slogPVSA8,slogPVSA9,S57,S56,S55,S54,S53,S52,S51,Gravto,EstateVSA8,Sitov,S59,S58,Mpc,LabuteASA,radiust,MATSp8,MATSp7,MATSp6,MATSp5,MATSp4,MATSp3,MATSp2,MATSp1,nhet,nhev,AWeight,Chiv4ch,ncoi,QOmax,ncof,Hy,Smin0,QHss,Getov,VSAEstate1,VSAEstate2,VSAEstate3,knotpv,Weight,VSAEstate7,EstateVSA10,VSAEstate8,UI,VSAEstate9,mChi1,ATSv3,ATSv2,ATSv5,nsb,petitjeant,QOss,ATSv4,Smax78,ATSv7,Smax70,Smax71,Smax72,ATSv6,Smax74,Smax75,Smax76,Smax77,Smin43,Smin42,Smin41,Smin40,Smin47,Smin46,diametert,Scar,Smin49,Smin48,ISIZ,GATSm7,EstateVSA9,J,Tnc,QHmin,S78,Tigdi,Smin36,Smin37,Smin34,Smin35,S62,Smin33,Smin30,Smin31,nhyd,Smin38,Smin39,ATSe1,ATSe2,ATSe3,ATSe4,ATSe5,ATSe6,ATSe7,ATSe8,S71,S63,S70,S73,S72,Hatov,Smax52,Smin12,S74,Mac,Arto,IC3,IC2,IC1,IC0,IC6,IC5,IC4,Smin6,Smin7,Smin4,Smin5,Smin2,Smin3,Tsch,Smin1,Smin8,Smin9,AW,MZM2,MZM1,nrot,Sito,Smax46,Chi10,bcutm16,bcutm15,bcutm14,bcutm13,bcutm12,bcutm11,bcutm10
46215815,0,0,2.127,0.096,0,0,0,0,0,0,0,2.863,2.049,3.131,2.937,3.544,3.174,3.749,3.643,-0.382,4.003,0.607,108,13.085,0,0,0,0,0,0,0,0,0,0,1.206,1.018,0.848,1.125,0.935,1.31,1.194,0.748,0.696,0,0.193,6.049,0,0,0,0,0,0,0,0,0.589,0.935,3.915,5.248,1.439,2.238,12.394,19.973,7.323,9.673,-0.029,2.012,2.86,3.012,3.235,3.279,3.575,3.695,3.853,4.073,3.823,3.8,3.484,3.734,3.774,3.754,3.724,3.624,-0.107,4,124.85,1.453,1.323,0.707,1.964,0,1.782,1.616,0.191,-0.239,0.244,0.873,0.782,54,73,38,145,96,125,70.833,44.206,0.189,136.059,0,8.443,0,4.568,0,0,0,4.025,0,0,0,68,-0.001,-0.24,-0.092,0.027,-0.098,0.176,-0.238,0.337,0.837,219,184,0,0,0,0,0,0,0,0,143.44,0,0,1.296,0,1.53,1.438,1.787,1.645,1.958,1.898,-0.382,0,-0.157,0,0,3.324,13.085,0,0,0,0,2.257,0,0,0,2.974,16,0,0,5.927,3.093,0,2.257,4.093,0.225,3.024,-0.151,3.956,0,3.738,4.1,4.133,4.051,4.061,4.107,4.018,0,1.086,0,0,0,2.257,4.759,3.324,0,0,5.927,0,0,0,2.974,25.641,5.957,11.588,2,124.85,0,1946.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352,0,0.905,0.905,-0.25,0.905,0.536,0.007,0.051,-0.1,0.715,3609,0.705,1.169,0.857,1.149,0,1.076,1.265,7.915,0,0.074,0,0,3.161,10.341,3.357,3.679,3.778,3.899,4.099,1.949,3.053,3.269,0,0.339,0,-0.24,-0.092,0.029,-0.1,0.178,-0.239,8,2.221,46.896,34.394,11.257,29.543,63.953,0,24.265,0,4.795,5.918,25.482,0.225,13.085,31.357,0.335,0,0,2.014,0.951,0.892,0,1,0,0,73,0,11.856,5.818,0,13.114,-0.053,3.863,5.49,0,0,0,5.927,0,0,6.416,2.974,0,13.546,0,1.958,56,0,0,0.189,0.487,0.868,0,0,23.656,0.306,2.083,0,0.126,1.283,0,7,0,0,0,0,0,2.204,0,27,1.539,0,0,0,1.909,0,3.794,2.67,14.985,13.066,0.203,16.512,6.648,5.058,10.831,9.012,0,0,0,3.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,1.609,0,0,0,0,5.584,5.743,5.311,4.119,3.683,19.262,0,31.313,32.655,0,11.825,30.395,53.661,0,0,0,3.518,0,3.663,0,1.76,0,0,0,3.068,0.599,7.975,0,0,3.637,0.189,0,0,0.709,1.171,0.863,1.147,0,1.071,1.261,0.712,0,1.063,1.169,0.028,4.235,5,0.19,1.749,1.81,0.581,0.581,0.581,2.826,4.604,0.772,1.328,2.875,2.055,3.542,3.173,3.123,2.937,3.997,3.744,3.645,25,22.433,100.877,4.675,9.481,1,2.33,10.083,4.984,9.893,21.267,42.692,44.74,25.329,0,1.151,5.818,17.129,6.256,-0.275,1.189,0.737,0.916,0.846,1.13,1.222,1.032,0.698,0.181,0.377,4.795,5.918,21.267,51.749,0,22.16,51.869,24.265,0,0,17.584,0,0,0,0,0,0,0,106.162,15.702,37.813,0,0,0.063,199.465,9,0.353,0.06,-0.102,-0.237,0.009,-0.252,0.195,-0.109,9,34,12.598,0,0,-0.275,0,-3.741,0,0.187,3.041,0,0,0,1.244,428.33,0,0,70.833,4.17,0,0.435,3.865,3.837,3.794,21,0.471,0.075,3.765,0,3.77,0,0,0,3.817,0,0,0,0,0,0,0,0,0,0,17,26.62737205,0,0,413.947,0.838,4.795,1.208,-3.024,0.025,0,4.391,0,0,13.085,0,0,0,0,0,34,0,0,3.736,4.097,4.13,4.048,4.058,4.104,4.015,3.952,0,0,0,0,0,2.746,0,-0.029,0,0.089,2.235,5.315,4.759,3.262,1.483,5.506,5.506,5.506,1.821,0,0,0,0,0,15943,0,0.662,0,6.433,1.678,9.833,6,25.66,0,1.95,1.375,1.412,1.479,1.55,1.704,1.932,1.977
42611257,0,0,2.018,0.096,0,0,15.102,0,0,0,0,2.652,2.03,3.04,2.891,3.572,3.231,3.83,3.749,-0.345,4.033,0.577,106,13.177,0,0,0,0,0,0,0,0,0,0,0.791,1.052,0.809,1.189,1.165,1.442,0.956,0.634,1.166,0,0.067,4.937,0,0,0,0,0,0,0,0,0.434,0.693,2.866,4.711,1.157,1.835,11.992,18.897,6.738,9.642,-3.84,2.004,2.95,3.102,3.142,3.416,3.817,3.905,4.096,4.608,3.838,3.816,3.515,3.603,3.731,3.72,3.751,3.492,-0.102,2,91.92,1.214,1.001,0.255,1.995,3,1.797,1.629,0.104,0.151,0.341,0.935,0.844,53,70,36,137,93,117,91.361,78.194,-0.942,124.463,0,0.066,0,4.618,0,0,0,1.651,0,0,0,51,0.106,0.088,-0.132,0.249,0.033,0.028,-0.206,-0.274,0.923,212,178,0,0,0,0,0,0,0,0,138.473,0,0,0.991,0,1.411,1.209,1.761,1.629,1.963,1.799,-0.345,0,-0.238,0,29.662,3.256,37.251,0,0,0,0,0,0,0,0,2.826,22,0,0,0,2.075,0,0,4.288,0.201,2.469,-0.13,4.016,1,3.916,4.224,4.312,4.328,4.227,4.283,4.215,0,1.443,0,0,0,0,4.288,2.075,0,0,0,0,0,0,2.826,26.074,5.878,10.948,1.842,91.92,0,1800.493,0,0,0,0,0,0,0,5.932,0,0,0,0,0,35.594,0,0,0,0,0,0,0,0,-0.214,0,0.935,0.935,-0.164,0.935,0.636,0.064,0.314,-0.162,1.246,3262,0.746,1.117,0.573,1.126,0,1.045,0.978,7.41,0,0.094,0,0,3.069,25.627,3.334,3.741,3.825,3.944,4.119,1.952,2.854,3.048,0,-0.152,0.029,-0.036,0.023,-0.047,0.063,-0.049,-0.109,3,3.166,55.457,44.128,11.127,10.475,13.345,0,82.642,0,21.993,0,9.968,0.232,15.102,30.394,0,0,0,1.782,0.79,0.364,0,3,0,0,73.833,0,15.807,5.817,1,18.942,-0.064,3.81,6.214,0,0,0,0,0,0,2.075,2.826,0,4.288,0,0.854,56,0,0,-0.942,-1.282,0.358,0,0,23.75,0.207,2.769,0.25,0.14,0.308,0,4,0,0,0,0,0,1.651,0,26,1.482,0,11.601,0,1.845,0,3.17,2.353,14.987,12.261,0.172,15.698,5.881,4.581,10.468,8.023,0,0,0.072,5.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.194,0,1.635,-3.84,5.932,0,0,5.756,5.523,5.345,3.706,4.853,6.197,43.452,0,14.69,38.692,11.316,28.04,17.696,0,0,0,3.489,0,3.47,0,0.722,0,0,0,3.167,0,13.379,0,0,-1.709,-0.942,0,0,0.709,0.851,0.915,0.774,0,0.6,0.582,1.138,0,0.817,1.049,0.036,4.156,4,0.18,1.705,1.866,0.368,0.368,0.368,2.064,3.737,0.368,0.886,2.661,2.027,3.691,3.235,3.098,2.895,4.032,3.894,3.779,23,22.878,98.683,4.599,8.915,3,2.307,0,22.183,9.517,4.984,33.929,42.316,30.657,0,0.829,11.464,17.004,6.181,-0.288,1.078,0.698,0.742,0.882,1.147,0.925,1.102,1.187,0.15,0.248,10.023,11.634,4.722,29.922,5.023,22.16,29.266,54.858,0,0,14.468,0,0,0,5.932,-3.84,0,0,126.413,11.601,39.515,0,0,0.077,193.222,9,-0.148,0.278,-0.227,0.164,0.021,-0.066,0.112,-0.321,10,33,14.297,0,0,-0.207,2,-3.516,0,0.11,3.312,0,0,0,0.864,471.787,53.736,4.39,35.533,4.7,2.093,0.436,3.83,3.811,3.728,11,0.471,0.169,3.758,0,3.609,0,0,0,3.738,0,0,0,0,0,0,0,0,0,0,17,13.16727126,0,0,289.294,0.777,17.603,1.416,-2.469,0.023,0,4.359,0,14.559,12.037,0,0,0,0,0,18,0,0,3.701,4.113,4.18,4.203,4.134,4.122,4.087,3.836,0,0,0,0,0,2.745,-3.84,0,0,0.097,2.182,5.305,4.787,3.608,1.935,5.305,5.305,5.305,1.651,0,0,0,0,0,13874,0,-0.241,0,6.178,1.686,11.785,7,23.175,0,1.599,1.082,1.159,1.234,1.556,1.748,1.766,1.897
25262965,0,0,2.127,0,5.668,0,0,0,0,0,9.751,2.914,2.115,2.952,2.947,3.488,3.159,3.78,3.521,-0.349,3.978,0.725,108,0,0,0,0,0,0,0,0,0,0,0,0.843,0.755,0.693,1.046,1.162,1.249,0.978,0.818,0.855,0,0.13,6.433,0,0,0,0,0,0,0,0,0.492,0.788,3.107,4.619,1.224,1.822,11.744,19.899,6.539,8.834,-0.106,2.042,2.923,2.968,2.991,3.264,3.586,3.62,3.832,4.063,3.889,3.776,3.424,3.802,3.804,3.837,3.838,3.724,-0.275,1,93.07,1.407,1.393,0.36,1.951,0,1.807,1.456,-0.003,-0.007,0.261,0.851,0.767,54,76,38,164,102,137,72,45.79,0,130.498,0,4.03,0,4.589,0,0,0,5.878,0,0,0,65,0.08,0.008,-0.122,0.159,-0.242,-0.036,-0.094,-0.015,0.727,222,184,0,0,0,0,0,0,0,0,147.461,0,0,1.374,0,1.376,1.376,1.802,1.456,1.95,1.869,-0.496,0,-0.193,0,0,3.132,0,9.751,0,16.651,0,4.49,0,0,0,0,17,0,0,0,0,0,2.198,4.908,0.229,3.216,-0.201,4.009,0,3.769,4.113,4.233,4.188,4.164,4.173,4.115,0,1.073,0,0,0,2.292,5.042,0,0,0,0,0,0,0,0,25.641,5.496,11.588,2,93.07,0,1844.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0.928,0.887,-0.121,0.928,0.503,0.083,0.192,-0.153,0.928,3352,0.759,0.854,1.078,0.914,0,0.632,0.735,7.874,0,0.071,0,0,3.132,6.985,3.321,3.674,3.709,3.87,4.082,1.996,3.131,3.57,0,-0.013,0.08,0.007,-0.125,0.163,-0.245,-0.034,-0.096,5,2.016,46.896,22.8,17.007,56.427,32.538,0,35.895,0,19.317,0,14.952,0.229,9.751,30.83,0.204,0,0,2.046,0.896,0.915,0,0,0,0,74.5,0,5.948,5.647,0,9.857,-0.049,3.675,5.586,0,0,0,0,0,0,0,0,0,14.898,0,1.856,61,0,0,0,0.654,0.649,0,0,23.656,0.358,2.118,0,0.154,0.769,0,9,0,0,0,0,0,2.152,0,27,1.409,5.75,0,0,1.873,0,4.515,3.444,14.653,13.219,0.25,16.584,6.982,5.719,11.293,9.454,0,0,0,2.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.158,0,1.605,0,0,0,0,6.674,6.681,5.819,4.84,3.757,0,7.11,30.332,23.647,0,18.691,43.773,41.114,0,0,0,3.463,0,3.749,0,1.564,0,0,0,3.069,0.383,9.743,0,0,4.613,0,0,0,0.763,0.861,1.084,0.922,0,0.64,0.741,0.924,0,1.067,1.152,0,4.191,5,0.211,1.644,1.833,0.435,0.681,0.435,2.995,4.451,0.896,1.401,2.92,2.128,3.487,3.153,2.969,2.964,3.971,3.777,3.519,25,22.766,102.168,4.415,9.694,4,2.404,9.968,4.984,0,29.117,24.216,44.179,0,0,1.353,11.567,63.308,6.491,-0.496,0.939,0.801,1.138,0.7,1.005,0.808,0.718,0.878,0.175,0.313,16.081,0,14.537,78.769,0,22.291,19.411,30.332,0,0,11.766,0,0,0,0,0,0,0,110.822,29.163,38.665,0,0,0.066,198.851,7,0.016,0.201,-0.167,-0.015,0.086,-0.133,0.014,-0.287,9,34,12.774,0,0,-0.377,0,-3.741,0,0.134,3.118,0,0,0,1.33,434.306,0,0,72,4.17,0,0.436,3.93,3.814,3.874,21,0.5,0.685,3.879,0,3.831,0,0,0,3.848,0,0,0,0,0,0,0,0,0,0,14,26.20987757,0,0,391.454,0.724,5.107,1.314,-3.216,0.025,0,4.436,0,0,0,5.351,0,9.751,0,0,31,0,0,3.766,4.11,4.23,4.185,4.161,4.17,4.113,4.007,0,0,0,0,0,2.713,0,0.179,0,0.099,2.235,5.126,4.621,3.027,1.572,5.588,5.588,5.341,1.599,0,0,0,0,0,14636,0,-0.106,0,5.975,1.821,9.833,5,25.66,0,2.615,1.371,1.421,1.49,1.493,1.779,1.834,1.915
25126798,0,0,2.196,0.38,0,0,0,0,1.967,0,0,2.513,1.963,2.706,2.516,3.236,3.003,3.756,3.554,-0.346,3.979,0.513,72,0,0,0,0,0,0,0,0,0,0,0,1.24,0.758,0.827,0.827,0.954,1.281,1.278,0.896,0.827,0,0.014,3.4,0,0,0,0,0,0,0,0,0.255,0.474,2.102,3.656,0.828,1.332,8.061,12.813,4.813,6.145,0.166,1.887,2.457,2.624,2.814,3.16,3.291,3.592,3.842,4.075,3.319,3.431,3.12,2.818,2.974,3.273,3.416,2.932,-0.072,1,83.18,1.359,1.061,0.366,1.876,0,1.635,1.474,0.002,-0.246,0.271,0.9,0.8,36,51,26,94,70,80,48.833,27.433,0,86.767,0,5.413,0,4.144,0,0,0,0,0,0,0,41,0.215,-0.246,0.315,-0.098,-0.072,0.002,-0.344,0.02,0.827,149,124,0,0,0,0,0,0,0,0,82.496,0,0,1.06,0,1.388,1.371,1.617,1.465,1.88,1.64,-0.346,0,-0.181,0,0,2.888,0,0,0,0,0,0,0,1.967,9.18,3.103,15,0,0,0,0,0,0,4.225,0.141,1.7,-0.142,3.158,0,3.368,3.686,3.606,3.696,3.584,3.324,2.996,0,0.606,0,0,0,0,4.542,0,0,0,0,0,0,9.18,3.103,16.467,3.383,7.486,2.123,83.18,0,709.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,1,0.891,0.9,-0.344,0.9,0.591,0.215,-0.098,0.315,0.827,1191,0.896,1.278,0.954,0.827,0,0.758,1.24,5.689,0,0.099,0,0,2.731,8.907,3.223,3.375,3.691,3.897,4.1,1.838,2.722,2.089,0,0.02,0.215,-0.246,0.315,-0.098,-0.072,0.002,-0.344,6,1.075,25.787,11.033,17.327,0,38.146,0,30.984,5.262,0,5.918,24.732,0.167,9.18,22.279,0.556,0,0,2.023,0.97,0.991,2.326,0,0,0,49,0,0,0,0,9.013,-0.053,3.316,3.164,0,0,0,0,9.18,0,0,3.103,0,13.183,0,1.565,33,0,2.326,0,0.879,0.826,0,0,15.648,0.068,2.123,0,0.204,1.261,0,5,0,0,0,0,0,0,0,19,1.392,0,0,0,1.645,0,2.386,1.508,9.78,8.732,0.151,11.365,4.288,3.297,7.808,5.721,0,0,0,2.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.243,0,1.413,0,0,0,0,4.152,3.919,3.635,3.303,2.835,25.683,6.327,29.339,26.12,0,6.042,12.339,22.291,0,0,0,3.154,0,2.963,0,1.817,0,0,0,2.929,0.722,9.272,0,0,1.85,0,2.326,0,0.896,1.278,0.954,0.827,0,0.758,1.24,0.827,0,0.811,1.085,0.219,3.758,4,0.167,1.452,1.701,0.585,0.537,0.537,2.191,3.904,0.537,1.073,2.501,1.978,3.236,2.987,2.701,2.54,3.969,3.755,3.55,17,13.947,59.604,2.482,5.84,0,1.509,10.361,9.968,4.682,4.984,23.343,24.826,12.842,0,0.518,11.974,30.423,3.541,0,1.278,0.896,0.954,0.827,0.827,1.24,0.758,0.827,0.073,0.146,0,17.249,0,24.732,0,22.291,38.146,30.984,0,0,0,0,0,0,0,0,0,0,68.391,0,27.521,0,0,0.059,133.732,5,0.02,-0.098,0.315,-0.246,0.215,-0.344,0.002,-0.072,6,23,12.532,0,0,0,0,-3.344,0,0.079,3.309,0,0,0,0.903,288.229,1.967,0,46.866,4.087,0,0.437,3.361,3.466,3.318,10,0.5,0,3.452,0,2.843,0,0,0,3.02,0,0,0,0,0,0,0,0,0,0,10,21.40000276,0,0,219.66,0.827,5.262,1.389,-1.7,0.027,0,3.853,0,0,0,0,0,0,0,1.967,18,0,0,3.365,3.683,3.603,3.692,3.581,3.32,2.994,3.156,0,0,0,0,0,3.136,0,0.166,0,0.083,2.261,4.821,4.285,3.166,1.454,4.821,4.772,4.821,0,0,0,0,0,0,5356,0,0.509,0,4.708,1.18,5.528,4,18.087,0,1.023,1.013,1.215,1.394,1.488,1.56,1.723,1.843
24978538,0,0,2.038,0,5.431,0,14.178,0,0,0,0,3.467,2.085,3.555,3.524,3.779,3.657,3.91,3.825,-0.38,3.986,0.881,208,13.584,0,0,0,0,0,0,0,0,0,0,1.3,0.808,1.06,0.989,1.205,1.733,0.841,0.882,1.18,0,0.252,9.728,0,0,0,0,0,0,0,0,1.994,2.81,8.986,11.633,4.273,6.349,26.011,39.655,16.462,22.612,-6.053,2.056,3.576,3.655,3.746,3.858,3.961,4.002,4.584,4.688,4.564,4.521,4.195,4.596,4.611,4.54,4.495,4.565,-0.137,2,128.36,1.823,1.76,0.518,2.037,4,1.915,1.888,0.269,-0.146,0.257,0.847,0.72,104,130,71,239,159,208,161.944,123.029,1.45,251.886,0,10.974,0,5.41,0,0,0,4.633,0,0,0,120,-0.039,-0.077,0.087,0.243,-0.008,0.35,0.272,0.022,0.887,409,350,0,0,0,0,0,0,0,0,342.339,0,0,1.681,0,1.828,1.797,1.895,1.873,2.012,1.974,-0.38,0,-0.245,0,42.534,3.73,66.603,0,0,5.431,0,6.807,0,0,0,0,24,0,0,0,1.916,0,2.155,0,0.501,4.864,-0.116,5.101,1,4.599,4.979,5.006,4.927,5.034,5.129,5.128,0,4.329,0,0,0,2.458,0,2.994,0,0,0,0,0,0,0,52.815,14.557,23.485,1.884,128.36,0,9362.297,0,0,0,0,0,0,0,6.187,0,0,0,0,0,48.721,0,0,0,0,0,0,0,0,-0.001,0,0.872,0.874,0.252,0.874,0.472,0.024,0.222,0.123,0.928,24144,0.555,0.664,0.63,0.884,0,0.892,0.968,14.112,0,0.103,0,0,3.727,78.025,3.782,3.833,3.904,3.975,4.097,1.961,3.636,6.585,0,0.126,0.038,-0.018,0.116,-0.043,0.024,0.063,-0.039,5,7.074,107.272,66.078,0,81.541,65.767,0,118.785,0,39.538,5.415,14.522,0.501,14.178,53.518,-0.514,0,0,2.099,1.216,0,0,6,0.217,0,143.333,25.768,0,0,3,20.231,-0.062,4.747,13.659,0,0,0,0,0,0,4.909,0,0,0,0,0.455,109,0,0,-1.023,-1.257,0,-5.739,0,46.409,0.581,2.491,0.848,0.078,1.118,0,11,0,0,0,0,0,2.317,0,48,1.848,0,23.363,0,1.984,1.45,6.008,4.623,30.325,23.915,0.185,30.865,11.245,8.345,18.389,15.219,0,5.508,0.385,8.833,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.671,0,1.826,-6.053,6.187,0,0,6.756,7.453,7.713,4.854,6.754,40.604,12.133,47.187,45.997,52.796,10.978,56.111,74.702,0,0,0,4.151,0,4.517,-5.522,0,0,0,0,3.404,-0.514,26.305,0,0,1.216,1.823,0,0,0.902,0.966,1.089,0.851,0,0.792,1.028,0.999,0,1.52,1.618,0,5.049,7,0.183,1.877,1.948,0.886,0.869,0.869,3.649,5.131,1.054,1.931,3.474,2.033,3.818,3.759,3.666,3.553,4.096,3.928,3.844,47,48.822,213.157,12.669,20.822,6,7.066,13.171,21.558,14.594,14.954,85.322,108.965,61.353,11.762,1.749,4.895,23.797,15.64,-0.379,0.707,0.659,0.82,0.901,0.909,1.094,0.89,1.012,0.412,1.243,24.597,5.415,14.939,115.417,5.023,5.573,55.452,117.321,0,0,24.546,0,0,0,6.187,-10.892,0,0,267.277,16.338,69.817,0,0,0.062,389.253,15,-0.039,0.088,0.085,-0.232,0.134,0.144,0.102,-0.294,18,65,14.141,0,0,-0.201,3,-4.355,0,0.189,2.927,0,0,0,2.737,919.194,95.794,0,69.406,4.954,-3.255,0.435,4.528,4.487,4.508,41,0.5,0.388,4.454,0,4.561,0,0,0,4.573,0,0,0,0,0,0,0,0,0,0,30,38.91527253,1.45,0,828.827,1.106,34.801,0.895,-4.864,0.024,0,5.254,0,14.178,13.046,5.431,0,0,0,0,55,0,0,4.368,4.786,4.834,4.758,4.83,4.925,4.929,4.861,0,0,0,0,0,2.432,-4.84,-0.514,0,0.081,2.185,5.852,4.975,3.258,1.776,6.038,6.021,6.038,2.317,0,0,0,0,0,104409,0,0.37,0,11.608,2.897,21.667,18,46.285,0,3.246,1.679,1.799,1.85,1.861,1.908,1.931,1.972
