11977753.0,5394.0,24856436.0,24964624.0,5311.0,387447.0,11960529.0,10127622.0,25262965.0,11964036.0,24978538.0
0.30470002,-0.71000004,-0.1677,0.2877,-0.6849,-0.72045004,-0.3495,1.13395,-0.90505,0.4923,0.06470001
0.73955,0.10785,0.2578,-0.06555,-0.2315,-0.77225,-0.88609993,1.0625,-0.29005,-0.15630001,-0.31055
2.8747,-0.28135002,-0.8879,2.4433498,1.5727,-0.51665,0.32875,-0.05915001,3.2558,2.6426501,0.62375003
-1.42675,-1.5510501,-0.4384,-0.25685,0.12415001,0.0185,-0.66765004,0.94200003,0.48870003,0.16215,0.3901
5.605,5.1482,-1.5606,0.23965,1.1089001,0.056549996,-0.13645,10.0,1.16195,5.7753,-0.22419998
-0.29215002,0.47485,-0.93765,-1.4496,-0.32445002,-0.15465002,-0.9689,-1.24195,-0.3358,-2.0988498,0.12799999
-1.32705,-2.0699,-0.9684,-0.76119995,6.35415,0.50385,0.02880001,-1.1837,-0.81805,4.4477997,0.38094997
1.5005,0.06095001,1.8747499,0.45915,5.8855,-2.61445,0.4045,-1.24715,3.5366998,1.92325,0.31440002
0.55125,0.2177,-1.30675,0.24565001,1.7101,1.0363,0.39054996,-0.71015,0.3381,1.50405,-0.88624996
-1.0556,0.3259,-0.10690001,-0.3803,1.66605,-0.93264997,1.2779,-1.4499,-0.36725,-1.14295,0.98429996
0.53760004,-0.81385,0.5288,0.30025,0.9519,-0.14605,-0.1111,5.32235,-0.6866,0.90095,-0.23425
1.79385,-0.40925002,0.019900002,4.76185,2.79355,-1.3708,-0.47665,-0.70285,1.4729,0.7907,0.3783
1.9702501,0.24015,0.42385,-0.339,-0.12425,-0.40015,1.1266999,1.1895001,0.3143,1.18085,1.00405
-1.0352,0.53295,-2.79945,-0.1215,-0.61165,-1.1352,0.70454997,0.0092999935,-0.9913,-0.27069998,0.51445
0.2092,-0.65610003,0.95774996,0.14355001,-0.78770006,-0.4984,-0.43625,-0.2545,-0.37660003,-0.8745,0.10660002
0.2049,0.99055,0.47085,-0.021999985,1.28975,-0.098950006,-0.05434999,-0.8642,0.77065,-0.13755,-0.28345
0.48755,1.0971,-0.5175,0.17945,-0.4723,0.07550001,0.7518,-2.24635,0.5854,-1.5071499,0.7516
0.43534997,0.38475,0.69325,-0.5155,0.095850006,1.45535,0.65075004,-0.3648,1.2801499,0.97715,0.37309998
3.05545,0.84220004,0.5671,0.29430002,2.5845,-0.048199996,0.9568,-0.46755,-0.017799988,1.70485,-0.027500004
-0.97625,0.59105,0.5945,-1.0651,0.384,0.51575,0.14265001,-1.22065,0.035499997,0.4204,0.03289999
-0.92475,-0.52775,0.21675,0.14455,-1.41885,0.46435,0.5418,-2.90675,0.33725,-0.1491,-0.00065
0.1031,0.5108,-0.33865,-0.0014499985,2.56525,1.57725,0.73705,-1.32065,0.88765,0.7879,-0.33664998
-0.56215,-0.068900004,-1.63895,-0.18685,-1.7808499,3.0384,0.42515,-0.5327,-0.35075,-0.67145,-0.8172
1.0716,-1.1801,0.56205,0.93995,-0.77435005,-0.63925004,-0.26035,1.16815,-0.087549984,-0.12085,-0.15754999
-1.1065,-0.08775,2.25565,-0.58365,-0.75020003,-1.0119,-0.62705,2.8134,-0.54745,1.3071,-0.021100003
0.514,-0.64575,0.32435,0.7693,-0.58695,-0.802,-0.110750005,1.1928,-0.3613,-0.3427,-0.3271
0.58385,-0.002700001,0.1445,-0.5341,1.0434,-0.2709,0.94175005,-1.5149,0.34360003,-3.5728502,0.4699
0.24925,-0.22809997,0.13350001,-1.29625,-0.72925,-0.3056,0.03005001,-0.5937,0.1831,0.55575,0.3156
-0.75525,0.49405003,-0.74035,-0.53679997,-2.2632,0.9709,-0.23894998,-0.5813,-0.21255001,-0.06175,0.2164
-2.2827501,0.0817,-0.39499998,0.21785,0.54690003,-0.4526,-1.15495,-0.09020001,-1.6244,-1.68955,0.6171
-2.1901,-0.37774998,0.92585003,0.7175,-0.03424999,1.7675,0.39415,0.49605,-0.92355,-0.61399996,-1.68565
1.3251,1.5905,1.44995,0.97440004,1.5272,-0.32514998,-0.04835,-0.92815,0.1557,1.3002499,1.9977499
1.3821,-0.13845,0.22625,3.0328002,0.95525,-2.18465,-0.3391,-1.15945,2.15965,2.5523,-0.028899997
-0.8373,0.70895,-0.7863,-0.24525002,-0.56085,0.9434,0.92635,-0.68254995,-0.47975,-1.2921,-0.03345
0.8981,-0.7017,0.4737,1.2121,-0.7011,-0.6358,-0.09640001,1.4454,0.4173,-0.2643,-0.3801
0.40635002,-0.057850003,-1.04235,1.5218,-2.0421,-5.8292,0.35255,0.38995,0.068849996,0.07355,-1.0223
-0.586,0.45035,0.68145,-0.84924996,-0.53900003,-0.69554996,0.20525001,-0.7414,0.35204998,-1.1419,0.6709
-0.1355,1.0626,0.99095,0.11915,1.1195,-1.3845,0.45955002,-0.47575003,-0.21215,-1.5658001,0.021350004
0.0203,0.3952,-0.07060002,-0.4584,0.7623,3.41775,0.62514997,-1.6061499,-0.15129998,-1.47525,0.0485
1.4449999,0.30879998,-0.54585,1.4346,-0.9363499,-0.35079998,0.27754998,0.34780002,1.0158,0.19115001,-0.6325
0.88420004,0.66885,-0.209,1.5664,-0.9206,0.86185,0.70780003,-3.336,0.93604994,0.16594999,0.35715002
-0.83805,0.3118,0.7558,-0.70115,-1.37035,4.6495,0.2818,-0.25835,-0.3796,-1.70735,2.3836
0.2945,0.17150001,0.8512,-1.49195,-3.5339499,0.452,-0.62609994,0.2342,0.12844999,-2.07695,0.31704998
-0.8693,0.47329998,-0.32604998,-0.6009,0.26029998,0.2315,0.94875,-1.2925999,-0.099999994,-0.736,-0.17405
0.7396,-0.65290004,0.28215,-0.16459998,-1.8732,-0.602,0.29500002,-1.2766,4.82375,-0.88165003,0.536
-0.64505,0.97924995,-0.53575003,-2.2035499,-0.56130004,-1.62065,0.14230001,2.5577,0.55794996,-0.2337,0.2441
0.65445,0.08309999,0.16659999,0.75444996,-0.89295,-1.32515,-0.74015,1.6096001,-0.83220005,-1.1789999,-0.3083
-0.33560002,0.16685,-0.09415001,-0.4352,1.21395,-0.5531,-0.76285,-0.63835,-0.24795,1.64605,-0.41415
-0.37965,-0.10825001,0.0915,-0.42235,0.2202,-0.006799996,-0.67934996,1.7421999,-0.08094999,0.4165,0.02045001
-0.51275,0.46795002,-0.93709993,0.36675,-0.8374,0.4523,0.81075,-0.8232,-0.49629998,-1.3893499,0.5621
0.2516,-0.058950007,-0.26744998,0.35025,1.91225,-1.4159,0.49375,-1.408,0.06155,-0.5745,-0.5704
-1.2987001,0.6281,0.57475,0.27015,-1.41055,-0.57015,0.956,-2.02655,-0.06594999,-2.1376,0.59355
-0.6516,0.4003,-0.07925,-0.22265,1.1803,3.4522,0.282,0.12625003,0.17719999,1.2514501,0.2297
-0.5086,-1.0092499,0.6451,-0.9802,-0.8772,0.1144,-0.5819,1.8429999,-0.60609996,-0.76035,0.2928
-0.67219996,0.64849997,-0.85545003,0.2095,1.4896,-0.62845,0.7068,-1.1335,-0.5428,-0.24149999,-0.11600001
-0.12494999,-0.08819997,0.9574,-0.95305,0.15149999,-0.10709995,0.85279995,1.8985,-0.90425,0.73245,-0.208
1.5996001,0.67435,0.1313,0.24829999,0.16884999,-2.4217,0.5972,-1.8097501,0.6151,-0.27495,0.5764
0.21344998,3.75425,0.84625,-0.7516,-0.7858,-0.49734998,-0.80965,2.79075,-0.67775,-1.2448001,0.6024
1.7083,1.11255,-0.035050005,-0.10825001,0.58519995,0.19089998,0.15510002,-0.68880004,1.0942,-0.31485,0.28875
-0.444,0.5185,0.14185,-0.73755,2.93345,-0.33975,0.37935,-0.7668,-1.6998,1.4934,0.62224996
0.14635,-0.4721,-0.44959998,0.6127,-3.8557,-0.13505,0.6756,-1.0284,0.8128,1.4132,-0.018700019
-0.4853,-0.103,-0.8261,-0.85625005,0.24304998,-0.40354997,0.6998,-0.07069999,-0.68075,-0.25445002,-0.54435
0.18774998,0.96215,0.009899998,-0.15679999,1.2003,0.5794,0.37385,-3.6667,0.53180003,1.0415,0.20189999
0.91534996,-0.2591,0.6283,-0.82965004,-0.28179997,0.56365,-0.91499996,1.47815,-0.08839999,2.0066,-0.014250001
-0.73055,0.64075,0.6659,-0.1658,0.17405,3.2915998,-0.15795001,-1.8434501,0.19065,-1.7393,0.6406
-1.6553,1.1583999,0.30485,-1.3777001,-0.78954995,2.6462,1.3068,-1.03325,-0.030000001,-1.62155,-1.105
0.57015,-0.058750004,-1.6867,1.0299,2.305,-1.15605,-0.17944998,1.5422499,0.954,0.68385,-0.70295
-0.3865,0.17225,-1.1831,0.35635,-0.26905,-1.61745,-0.4291,1.7289,-0.23875001,-0.50345,-0.15839998
0.0656,-1.3655001,-1.1531999,-0.4507,0.76955,1.8606501,0.91069996,-0.62305,0.28885,-0.288,0.5425
-0.94374996,-0.0799,-1.0322499,0.005350001,-0.56675,0.7557,0.8118,-0.72085,-1.3062,-1.18055,-0.05475
1.077,-0.122449994,0.14405,1.6992,0.58430004,-1.0438501,-0.2647,-0.49575,-0.95755005,-0.38274992,-0.13525
-0.23539999,0.17529999,-0.18485,0.2769,0.18015003,0.018299997,0.98230004,-0.8349,-0.74275005,0.3367,0.3694
-2.0989,0.04184997,-0.0877,-0.7685,0.06340003,-0.8591,0.43215,-0.30324998,0.6591,-1.55045,-0.13694996
1.0326,-0.38410002,0.31515,0.72805,0.71664995,-0.23644999,-0.09334999,0.9703,-0.42495,-0.3524,-0.32135
0.4288,-1.1988,0.07625,-0.641,-0.15015,-0.86385,-0.116799995,1.99805,-0.69304997,-0.17585,0.28335
-0.15904999,1.3285,-0.27555004,0.98815,2.14485,0.57945,0.44985002,-0.40905002,-0.7581,-0.7583,0.09160001
-1.5297,0.33985,0.25645,-0.9016,0.22235,-0.5577,1.18655,-0.8266,-0.23195,-0.39355,-3.0272498
-0.94135004,-0.29185,1.28455,1.5038,0.89595,0.96924996,1.01415,0.0906,1.28585,-1.50335,1.2078
0.09025,-0.9433,0.22895,-0.11535,-3.7234,-0.50145,-1.2645,0.5782,-2.76055,-0.21090001,-0.30385002
0.833,-0.007799998,1.4037,-0.6877,-2.0012,-0.16439998,-0.57194996,-0.088749975,-4.0179496,2.34425,0.48229998
-0.40365,-0.6973,-0.0044,-0.21505,-1.97645,2.08455,0.38975,-1.2090499,-0.5693,-0.91110003,-0.60325
-3.9304001,1.45195,0.80165005,-1.8169999,1.2993,2.0508,-0.015550001,-1.08385,-3.21825,0.719,-0.20674999
-0.069500014,0.68675,0.21485,1.0842,0.15855,0.56765,1.0892,-0.29385,0.99520004,-0.799,0.2028
-6.6815,0.6213,0.46969998,-2.80525,-3.6342,-3.6404998,0.32255,-0.59290004,-2.5851998,-3.2328,0.1733
-0.81695,-0.78965,0.84375,-0.36120003,-1.206,0.061249994,0.33725,-3.6618,1.1353,1.0347,0.2273
-2.8456001,-0.23445,0.73364997,0.3872,-0.4142,1.2533,-9.95325,-4.8458,-1.49475,-0.1185,0.164
0.43975,0.8878499,0.61475,0.69815004,-1.0331,0.7793,-0.25535,1.5160999,1.0169,1.0846,0.27234998
0.628,-0.6638,0.11585,-0.06944999,-0.4799,0.42175,-0.34645,-0.14420003,-0.6098,-0.20755,-0.10405001
-0.5085,0.534,0.72010005,0.074049994,5.1457,1.14725,1.1547999,3.7696002,0.01035,7.3128996,-0.18125
0.87149996,-0.55415004,-0.8952,-0.44325,-0.6144,-0.03364998,-0.29705,1.1729,-1.04445,-0.22925,-1.76835
-0.69640005,1.45565,0.30165,-1.26395,1.4468,-0.16399997,-1.60895,-0.69949996,-0.18605,-2.2203999,1.2017
-0.6745,0.4466,-0.6745,1.3218,-0.27385,0.9957,2.68895,0.73705,1.4683499,1.633,0.4598
-0.45855,-0.64265,-0.078099996,-0.49830002,-0.57984996,-0.25335002,-0.35314998,0.0749,0.595,-0.2256,0.7735
1.9874,4.6627502,2.88125,0.61085,-0.16865,0.7825,3.7664,-0.33725,1.6826,-0.5059,5.0
-0.39679998,0.53345,0.86275005,0.1018,0.95885,0.26749998,1.45065,-0.5163,-0.3917,-0.003200002,-0.20504999
-0.888,-0.066750005,-1.2190499,0.5721,0.5904,-0.19995001,0.80910003,-0.28390002,-0.5144,0.90665,-0.48874998
2.0444999,0.10265002,0.0056999996,1.77965,2.14215,-0.5338,-0.2376,0.51685,2.433,1.1828,0.06345
0.5198,-0.39835,0.5182,0.20804998,-1.23745,-0.38805,0.4184,-3.6285,1.12305,-0.34939998,0.71414995
-0.45525002,-0.92005,-1.5676501,-0.5364,0.22655001,-1.05285,0.09275,0.8119,-1.1905,1.2888501,-0.94345
0.7645,0.5128,0.5306,-0.6407,1.12555,-0.5602,-0.5431,-1.7541499,0.8272,0.61469996,0.6037
0.7425,-0.35070002,0.38355002,0.59695,-0.67475,-0.66025,-0.825,1.4110501,-0.030449998,0.1266,-0.33214998
0.70094997,0.28614998,-0.008449972,-0.8708,-0.9315,0.70035,0.23155001,-1.52425,0.6057,-0.11485,1.18075
-0.77925,0.41505,0.28855,-0.23885,3.0853,0.7525,0.91085005,-0.19045001,-0.71605,-0.2083,0.2627
-0.047849998,0.85015,-0.95094997,0.44744998,-0.59985,1.2127,1.63325,-0.9556,0.484,-0.56415004,-0.7834
0.7808,-0.59580004,0.36914998,0.28425,-0.7694,-0.8073,-0.4388,1.34855,-0.79405,-0.3515,-0.35725
-0.79065,0.8339,0.015550002,-0.76409996,0.5102,-0.59175,1.1646,-2.76505,-0.68335,-0.63060004,0.7493
-1.1492001,0.65875006,-0.98775,0.08380002,-0.38735,-4.48215,1.2040501,-5.8394,-0.44285,1.5987,0.49580002
-0.59345,0.13075,-0.6522,0.3839,-0.68195,1.1756,1.05225,-0.57955,0.69935,0.9546,-0.09145002
-0.6633,0.93729997,-0.4785,-0.7118,1.55685,0.74475,0.7853,-0.8553,0.0017499998,-0.306,0.21894999
3.1018,-0.00939998,-0.13505,2.9924,-0.21425,-1.4286499,1.0380499,1.2111,1.68965,1.9073,-0.48110002
-0.49175,1.40815,-0.20135,-0.67155004,0.84045,0.3845,0.38160002,-1.70275,-0.637,-1.75945,-3.5160499
-0.2631,-0.6982,0.4278,-0.48915002,2.08005,-0.1005,0.75915,-1.23225,-0.020749986,1.03635,0.6096
-1.25675,-0.2834,0.54609996,-0.049349993,-0.5965,1.9101,0.022050008,-1.0358,0.2846,0.048949987,0.19739999
0.88414997,1.053,-0.20744999,0.0785,1.6796,0.0755,0.4877,-6.30055,0.7644,-0.6269,0.059100002
0.5123,-0.67245,0.39945,-0.26770002,-0.8477,-0.39765,-0.2845,1.2378,-0.4641,-0.0325,-0.13984999
-0.35300002,1.1506,-1.49385,-0.3005,2.34045,-0.7953,4.81925,4.38075,0.6024,-1.03665,0.5941
0.18245,0.20050001,-1.28055,2.0988998,0.35729998,-0.034099996,1.2755,-1.38235,0.07205002,0.76505,0.14505
1.92705,0.26145,-0.6591,0.78005004,1.2202001,1.70755,0.95635,-0.42275,2.5760002,3.1427,-0.42525
1.07775,-0.2655,0.3251,-0.17390001,-0.04185,-0.68565,-0.5065,1.57845,0.0138500035,-0.58695,-0.16865
0.74455005,0.14500001,0.62745,-0.3151,-1.1884999,0.29785,-0.4884,-0.22535002,1.0762,-0.69365,0.5942
5.0278997,3.9724,-1.0113499,1.9468,-0.93055,0.254,1.2572501,-0.34825,5.05375,-0.1577,3.38635
-0.56295,0.52885,0.20380002,0.205,0.05095,0.50315,1.05335,-0.9604,-0.092499994,1.3755,-0.75229996
-1.2005501,1.0863,-0.8755,0.7726,1.2032001,-1.32605,0.14519998,-0.10815002,0.51390004,-1.1844001,-0.78879994
-0.1535,-0.74520004,-0.44235,2.4115,0.22219999,-0.5418,-3.4719,1.29505,-0.486,2.5756502,-0.3123
