pr_gene_id,A375,A549,BT20,HCT116,HS578T,HT29,LOVO,MCF7,MDAMB231,PC3,RKO,SKBR3,SKMEL28,SW620,SW948,VCAP
11157,0.10930002,2.1224,-0.5455436,0.834,2.5223498,-0.0634,-0.4944,-0.3374617,0.05675,0.4747547,0.9074,-0.08225,-0.9332,-0.027750887,1.1265082,-0.0251
22908,0.54815,-1.0889,-0.32038417,0.49405,-0.80380005,0.1887,-0.4691,-0.2850944,-0.0699,0.32745782,1.0664,0.045300007,-1.2895,1.1257141,0.65029144,-0.5142
10915,0.15904999,-0.0234,1.0960656,-0.65245,-1.46285,-0.5204,-0.6731,-0.18984723,-0.16325,0.64369935,0.6204,0.51195,1.0989,0.024153836,0.81177855,-0.3371
9897,1.33535,-0.5927,0.6077116,0.1448,-0.5503,0.2464,0.866,1.1698058,-0.11629999,0.59205014,-1.0613,0.53735,-1.0801,-0.80079305,-0.6662834,0.0007
1759,-1.1142,0.1407,0.33223236,-0.30255,1.09815,-0.9397,0.5767,-0.920745,0.020099998,-0.29104626,0.4795,-0.13729995,0.369,0.753392,0.8897728,-0.1935
54541,-0.39725,0.2495,0.21211055,-0.6055,-0.4719,-0.7369,-0.9079,-2.2094219,-0.25294998,-0.6092675,-1.1374,-0.08245,0.2777,-0.7004082,-0.33843446,0.9976
211,0.42465,-0.0307,0.020630807,-0.2978,-0.00135,0.5759,0.3656,0.8032407,-0.59225,0.15435801,0.6115,0.7489,-2.4177,0.12910001,-0.2529243,0.0007
5048,1.49555,-0.2303,0.81333166,0.3072,0.78505,0.2905,0.9846,1.3395666,0.4152,0.10250155,0.4482,1.0165501,0.332,1.2397001,-0.5859863,0.0074
84722,0.83299994,0.8899,0.63827163,0.038650006,0.9467,0.6272,1.6708,0.5256111,0.65045,0.35368377,0.0135,0.69205,1.0235,0.634692,-1.1078314,0.933
29890,0.1181,0.1487,0.50654477,0.78005,2.1351,-0.0851,-0.4884,-0.67063165,0.665,-0.2721314,-1.3153,0.11035,-0.9434,1.21262,0.21027087,-0.5868
9868,-0.11345,0,-0.46663976,-0.95739996,-0.018049985,-1.3194,-3.3294,0.4594286,0.29415,0.14579165,1.5107,-1.6338499,0.2412,0.82627946,0.7013261,-0.6424
873,0.32050002,0.861,-0.45813784,0.7592,0.1704,0.2441,0.087,-0.41995066,-0.010849997,0.77695614,0.7137,1.4612,0.4434,-0.08974307,0.6336273,1.3052
5580,0.85535,-0.5226,0.17092505,0.038450003,0.17895,-0.8249,-0.9959,-0.48433426,-0.05364999,-0.5381244,1.2708,-0.012750007,-0.4738,1.6983846,0.18430579,-0.5236
3725,-0.1524,1.0923,0.98512304,0.64345,0.16305,-0.9116,-0.602,0.3329765,0.065,-1.4676297,1.0401,-0.85665,-0.9304,0.9165957,-0.43591407,-1.0947
23585,0.49299997,0.6123,0.06779598,-0.4723,-1.02605,0.3315,-0.588,0.39884713,0.09200001,-0.4889127,1.1783,-1.3039,-1.3457,-1.074907,-0.09175269,-0.8156
51097,1.9923,-0.3424,-1.2720877,0.48819998,0.3137,-0.3407,-1.6367,0.0767408,-4.61055,0.4899724,1.1178,-0.23249999,-3.1172,0.18224221,0.5774853,-0.1396
1831,0.94825,-0.3747,-0.5911219,-0.37089998,-0.20699999,-0.5292,0.3324,-0.87453496,-0.86395,-0.2008326,-1.1191,-0.87165,-1.852,-0.26770902,-0.9452897,1.1024
7020,-0.21379998,-0.6703,-0.5238985,-0.042850018,-0.14429998,-0.5865,0.1854,-0.110014886,-0.373,-0.3558801,-1.9261,-0.3021,-0.1738,0.027683742,-1.5115719,0.0659
55893,0.8558,-0.2939,1.222203,-0.1752,-0.83255,0.0841,0.3206,0.15915889,0.081599995,-0.52231157,-10,-0.6066,-0.5256,0.42698115,-0.005531497,-0.0007
6944,0.7032,0.3587,0.5673481,-0.003749996,0.012899995,0.6453,0,0.83161855,1.21835,0.32803452,-0.506,0.13015002,0.5223,0.13526545,-0.21514396,1.5964
22883,-1.1211,-0.2554,0.470429,1.2578001,-0.88315004,-0.4381,-1.8789,0.1234298,0.29885,-0.4805363,1.1019,0.5562,2.8088,1.2895567,0.12799579,-1.1647
5601,1.1584,-1.0922,0.089960486,-0.78470004,0.58419997,-0.1846,1.0949,-0.018436607,-0.16035,0.19796684,-0.6363,1.5227,0.7892,0.67461324,-0.6116008,1.5866
10775,0.39985,1.2217,-0.67772084,0.23775,0.31620002,0.5697,0.1223,-0.572088,-0.8172,0.59295154,1.193,-0.2668,0.2621,0.60497874,1.0896068,1.8726
4780,-1.34035,1.2067,0.16270077,0.26145,2.7888,-1.2907,-0.5331,0.95786023,-0.044300005,0.095565364,-1.8736,-0.20235002,1.8624,0.44648764,-0.30906385,-0.3996
10904,-0.9023,-1.0517,-0.65308154,0.8186,0.30595,-0.7283,-0.2661,-0.3222996,0.6637,0.1557773,1.0325,0.88135,0.9991,0.99062634,-0.095871575,-0.1679
9917,-2.7501001,0.2458,0.09914127,0.81305,0.27925,-0.4468,0.5426,-0.20963514,0.65155,-0.7461974,-0.921,1.1052,1.157,3.058988,-0.6398071,0.1478
1399,0.61175,-0.5723,-0.002921339,0.04030001,1.1240001,0.4466,-0.3335,-0.8084929,0.083500005,-0.35387826,-1.6315,0.40330005,0.1978,1.2082171,0.4361828,-0.8528
24149,-0.68200004,0.013,0.44108927,0.90775,1.4548999,-0.1189,-0.9232,0.28455263,1.5891,-0.739023,0.0305,-0.14625,-0.4194,1.5925884,0.30621418,0.0408
2222,0.22415,0.2583,-0.19328967,-0.33115,-0.39125,-0.3331,-0.5033,-0.112134874,-0.08354999,0.20562501,0.9203,-1.4182501,0.2908,-0.59142655,0.51853603,0.5532
10131,-0.3366,0.2804,-0.66675806,0.07075,0.92859995,-0.5254,-0.1547,0.49867046,-0.23455,0.36621207,0.5762,0.89145005,0.5818,0.47631437,1.3003447,0.3462
2958,1.1559,0.5546,-0.8784858,-0.57989997,-1.7205,0.9911,-0.3692,-0.30460414,-0.93254995,0.5191046,-0.5423,-0.32874998,0.4612,1.1575482,-0.26821133,0.7859
9650,0.07175,0.4389,0.3427463,0.10385,0.88594997,0.3681,-0.6661,0.27301344,0.085999995,0.48560235,-1.4949,-0.1954,-1.3192,0.65423477,-0.12804297,1.187
7319,0.8873,0.3474,-0.24653032,-0.653,-0.60314995,0.1706,-0.7548,0.40258488,-1.6053,-0.005760871,1.099,0.49365,0.7042,-0.6833815,0.2723214,-0.5413
4817,1.5521,0.3292,-0.03323193,-0.15635002,-0.001,0.7016,0.3091,-0.1904181,-0.11275002,0.40373248,-1.2688,-0.1729,-0.3113,0.8962085,-0.70307744,-0.0034
9143,1.7438,-0.4831,-0.34831113,-0.81965,-1.5487,-1.3805,-0.3156,-0.9462432,-0.81035,0.035631627,2.3468,0.024,0.1157,-0.6976302,-0.07115565,-2.1118
10494,0.8927,0.0549,-0.6742964,0.14005,-0.8554,-0.5832,-0.264,0.51462245,0.98105,-0.104414195,0.2637,0.48565,0.7639,-0.054359175,0.42405835,0.312
55324,-1.74315,-0.517,-0.25908762,0.19815001,-0.23020001,0.0893,-1.1637,-0.8337384,-0.061399996,-0.08652107,0.4463,0.35915,-0.5418,-0.6446015,1.2122138,-1.0945
23149,1.6055,1.1362,0.5213187,0.4213,0.6368,-0.0211,0.099,0.027611889,-0.22985,-0.03541343,-0.507,0.78285,-0.6683,0.4307408,-0.8571466,1.2259
9943,0.80044997,0.0046,0.67718554,1.026,-0.4408,-0.1557,-1.7108,0.25871867,0.93485,0.00644818,0.6745,0.7829,-1.493,-0.688602,-0.06348604,-1.2855
6599,0.3519,-0.6514,0.6179037,0.22230001,1.4539499,0.0832,-0.1643,-0.200362,1.55195,-0.46619457,1.5034,0.1134,1.7104,-0.34372312,0.46858168,-0.6138
51031,0.2036,-0.6642,-0.104847625,-0.38575,-0.41105,-0.2994,-0.6539,0.4811346,-1.1185,-0.6722314,1.6094,0.45875,-0.0555,0.73588306,0.3765335,-0.2224
3566,1.26985,-0.2638,0.7455454,-0.148,0.06165,-0.228,1.3132,0.42771086,0.0988,-0.004888602,-1.2671,0.11275,-0.2659,0.5569248,-0.99641967,0.7766
3815,0.006250009,-0.596,0.5830819,0.20639998,-0.23535001,10,0.6666,-0.3100673,-1.20955,-0.18332085,-0.7405,-0.4862,0.6309,0.79674894,-0.714983,-0.9131
8624,0.4706,0.2727,-0.4142248,0.021200001,-0.37015,0.0852,0.3609,-0.8550038,0.1302,0.00334122,1.3823,0.21880001,-1.2052,-0.85314983,1.0903735,-1.0869
27346,0.1313,-1.6426,0.18949229,-0.101799995,-0.5219,-0.1457,-0.3887,0.54730135,-0.23574999,-0.08714492,0,-0.6121,-0.6745,0.32820392,1.3007642,-0.1331
10489,1.05945,-0.3435,1.0392838,0.23300001,1.45175,-0.4871,0.876,-0.55513537,0.14490001,-0.18314674,-0.3489,0.66205,1.0454,0.25454873,-0.3599693,0.0007
26128,-0.24704999,0.2775,0.028911963,-0.39215,-2.4088001,-0.1782,-1.1045,-1.9153974,-0.03190002,2.8962247,0.468,0.030100003,-0.6054,0.4505859,-0.4093055,-0.4687
79921,-0.15494996,0.0486,0.1120836,0.2696,-0.033749998,-0.3184,1.3819,-0.017933786,0.08059999,1.0786202,1.0298,0.3255,-0.6423,-1.6876822,-0.049190074,1.3417
55746,0.16420001,0.4786,-0.67420495,0.7322,0.1694,-0.4392,-3.1875,-1.0229931,0.017450005,-0.40261754,-1.9493,-0.85775,-0.9549,1.3493196,0.5547175,-0.1245
23636,-0.07859999,-0.8678,0.30266225,-0.32389998,-0.83865,-0.7436,0.346,-0.03136432,0.19765002,-0.24578935,1.217,0.22835001,-1.5341,-0.42401966,1.230219,-0.5096
10892,0.1265,2.9339,-0.010540426,0.11845,1.0458,-0.254,0.8285,-1.1012166,-0.08624998,0.26957533,0.2935,-1.0167,0.3109,-0.33642605,0.052348334,-0.5683
10652,-0.63215,-0.1895,0.16442256,0.09065,-0.94215006,-0.6255,0.2853,1.0038706,0.07619999,-0.20303185,0.4069,0.40940002,1.264,0.33232328,0.19109038,0.2941
11004,-0.06490001,-0.6234,0.16632748,0.17770001,1.0569,-0.1571,-0.5773,-0.042617396,0.55945003,-0.44716093,1.2544,0.13499999,-2.5147,-0.3413756,-0.2759667,-0.7365
23530,1.0053,-0.4986,0.63269955,0.56325,-0.1248,-0.5546,0,-0.19071826,-0.38985002,0.7027768,0.9687,0.13765,-1.0514,-1.4913988,-0.012523711,-2.389
8826,-0.4391,0.0398,-0.12604019,0.51545,0.13325,-1.1829,-0.9506,-0.3207486,-1.6035999,-0.5806063,-1.3126,0.0414,0.4818,-0.46093073,-1.1785111,0.3892
3308,0.51475,1.0954,1.1278511,0.39090002,1.2846999,0.4022,-1.1683,0.3515723,0.15134999,0.4028048,-2.5695,0.7218,-2.0603,1.6285398,-0.008893609,-1.4494
7153,0.24315,0.3312,-0.1386235,-0.22355,0.114549994,0.1168,0.1935,0.84832954,-0.28875,0.98355293,1.0296,-0.33725,-2.9025,-1.2172501,1.3921151,-0.3316
11041,0.41465,0.44,-0.3440228,-0.50875,-0.7133,-0.2885,0.0811,-0.08867113,-0.7492,-0.50903296,1.488,0.034549996,1.9387,0.4528002,0.5589682,0.1265
6342,0.8187,0.3874,-0.16785446,-1.0337,-1.4194,-0.2701,0.9288,-0.13785118,-0.57385,0.2198144,0.6405,0.65389997,2.4044,0.193573,0.62395626,0.8947
5883,0.16739999,-0.4023,0.085847296,-0.33055001,-0.7908,-0.6212,-0.8728,-0.23652855,0.44849998,-0.1541056,0.7809,0.08985001,2.0545,0.57282096,0.17452148,0.0609
10589,-1.0397,0.2882,-0.35274717,-0.014450014,-0.58335,0.1705,-0.4052,-0.15038836,-0.057850003,0.15460303,0.7334,0.68200004,0.3072,0.03668891,0.32099578,-0.0977
5110,-1.776,0.961,-0.31695262,-0.16005,-0.99805,0.1757,1.1433,0.120416224,-0.0836,0.88010424,1.0478,-0.039599985,-1.2099,-0.3510277,-0.015796196,-0.3676
4609,-0.55795,0,-0.5416791,-0.059449986,-0.71940005,-0.1413,-0.432,-0.9620036,-0.12020001,0.14648904,0.9258,0.1071,-0.9391,0.35559654,1.8291073,-0.04
5423,0.23255001,0.6745,-0.51701033,-0.65395,-0.09315,-0.5446,0.8677,0.7164197,-0.252,0.97744143,-0.2821,-0.7863,1.9257,0.28711063,0.4427896,0.5587
1070,-0.1744,0.2949,-0.753569,-0.616,-0.45005,0.3218,1.1925,-0.26276588,0.3448,0.39029065,0.9819,-0.22305,-0.2528,-2.040747,-0.6656113,0.7684
10051,0.75455,-0.6752,0.6343194,-0.58455,-0.28175,-0.2548,-1.1645,0.31340885,-0.35265,0.16972786,1.2714,-0.029349998,0.6636,-0.88007295,-0.33921316,0.1302
6603,-0.3496,-0.465,-0.3094863,0.49995,-0.53295,-0.805,0.1647,0.28415504,0.4416,1.0776153,1.1825,0.7994,1.0407,0.03869915,1.1739049,-0.3634
9019,0.059949994,-0.0807,1.633046,0.1588,-0.27815,0.6172,-0.1652,0.5744927,1.47875,-0.034071844,1.3952,-0.4446,-1.7445,-1.164717,0.50672126,-0.7524
10969,0,0.8802,-0.13329579,-0.67109996,-1.3268,0.4919,0.3536,0.34765333,0.76555,0.98042583,1.451,-0.3643,-2.2022,-2.4235623,0.10653794,-0.1856
9797,-0.36229998,-0.6218,0.47408417,0.5548,1.21955,-0.5316,-0.0966,-0.6578286,0.2608,-0.68743026,1.0069,-0.93585,0.8424,0.17818668,0.9124885,-0.7383
4043,-0.5905,-0.5479,-0.13503335,-0.14600003,-1.56495,-0.9989,0.0601,-0.5100807,0.95844996,0.078498244,1.5291,-0.67635,1.014,0.5832412,0.5494493,2.1082
9519,-0.112399995,0.071,-1.3088661,-0.5489,-0.62255,0.0355,-0.8576,-0.8958008,-0.79465,-0.45940503,0.561,0.15365002,0.1566,-0.34260842,0.44741178,0.4321
8480,0.7885,-0.0274,-1.1970731,0.26239997,-1.02425,-0.4351,0.0767,-0.755784,-0.78174996,0.08798826,0.9684,-0.24835,0.902,0.43308136,0.875382,0.0963
983,0.94965005,-0.0769,0.0182828,-0.37115002,-0.7228,0.8733,1.0064,0.26670685,-0.8007,0.3100158,1.2188,-0.18845,0.9613,0.4647174,0.15551448,0.8472
10559,0.39165,0.3004,0.40133458,1.0171,0.7243,0.1058,0.9078,0.45544252,0.39000002,-0.16275844,-1.1682,0.15654999,0.0646,1.0150188,-0.16829239,0.4149
8508,-1.39915,-0.6395,-1.4896877,-0.33825,-0.9144,-0.3753,-1.4719,-1.5623426,-0.3097,-0.068380505,1.4785,-0.52550006,-1.5181,0.29390737,0.065301895,-1.2458
9275,-0.65534997,0.3664,-0.4782317,-0.12219998,-0.21275,-0.1319,-0.0409,-1.5120962,-0.041350007,0.7437716,0.9519,-0.1336,0.6713,0.40608543,0.13539945,0.0416
8914,-0.59405,-1.0833,0.51007944,1.2077,1.10415,-0.3681,0.8246,0.087207615,-0.35645,-0.4907328,0.5852,-0.55085003,0.5845,2.2867894,1.2397159,0.3974
54505,0.89195,-0.1025,-0.077646255,-0.27255002,0.29334998,-1.0982,0.8226,-0.28454915,0.06350002,-0.8164946,0.7989,-0.2112,0.6142,-0.2551368,-0.6469164,0.7542
6919,-0.2039,-0.1978,-0.6737822,0.43165004,0.92905,-0.3088,1.6741,0.0383188,-0.3917,0.14897346,-0.2582,0.84245,-0.0587,1.3169694,-0.4052611,0.4708
2274,0.038399998,0.0299,0.12177635,-0.38744998,-2.3128,-0.0933,-0.1295,-1.1369061,0.4803,0.087065235,1.213,-0.37460002,1.0436,-0.16380191,-0.5877233,1.192
2288,0.5743,0.1311,0.16161107,0.33789998,-0.00035,1.0006,-0.6745,-0.22295856,0.4429,0.6289312,-0.002,-0.42225,-2.4757,0.001232645,0.000185351,-0.0013
7994,0.40754998,-2.2913,-0.7189259,0.22240001,-0.2802,-0.6505,0.2872,0.25497347,0.8673,-0.3444657,0.8539,-0.64115,0.5885,0.3937237,-0.42691147,0.066
4216,-0.6906,-0.4695,0.6884996,-0.3414,0.2321,-0.6745,0.4222,-0.41718376,0.91655004,-0.123462096,1.1328,-0.18599999,1.5379,0.20655113,0.8412549,-1.6793
7538,0.95145,-0.6062,-0.17286174,-0.64165,0.2172,-0.2204,0.6745,-0.32413608,-1.0855501,-0.14531969,-1.6897,1.1159,0.048,-0.1897929,-1.9155251,0
3628,-0.56105,0.1436,-0.2646225,0.0423,-0.65354997,0.236,-0.566,0.099803075,1.3060501,-0.04298441,1.3396,0.16659999,0.8782,-0.014344618,0.055037048,0.4679
2037,-0.056949973,-0.5572,0.44479406,0.324,-0.08405,-0.4936,0.4526,-1.5911431,1.05375,0.20021601,1.4862,0.0233,-0.8012,-0.80331105,1.0564785,-0.7431
2771,-1.30725,0.1888,-0.7741623,-0.2434,-0.1619,0.4959,-0.2036,0.21937843,-3.30265,-0.28878146,1.0084,-0.37305,1.7484,-0.36244553,-0.61674845,-1.2392
7264,-0.7635,0.8904,-0.7798257,-0.05735001,-0.29,0.3796,-0.6503,-0.94481415,-0.17535001,0.5185767,1.9359,-0.62355,1.4634,0.67185473,1.0044514,0.2159
1786,0.72615004,-0.7095,1.0176678,0.33725,0.001,0.0291,0.5876,0.21036334,-0.24045,0.8665216,-1.7247,1.1517,0.6745,-0.20597672,0.6221152,-0.0027
5873,0.29834998,0.1683,-1.1090534,0.6826,1.53255,0.3443,0.5713,-0.37358746,-0.1868,-0.010110632,-1.2785,-0.55935,0.1808,1.3204467,-0.15946299,0.3422
780,0.74025,0.9731,-0.23250046,-0.33975,1.7641,-0.3835,0.4641,-0.096809864,-1.913,-0.10573791,-1.635,0.43199998,0.1504,0.8398711,-1.2742789,0.6227
9926,-0.3451,-1.5375,-0.5308908,0.73870003,0.8961,0.1562,-0.4986,-0.16692756,-0.3315,-0.80945396,1.1495,0.48610002,1.3416,0.47854826,0.21985328,-2.0351
8446,0.73245,0.1188,-0.16662902,-0.24545002,-0.36995,0.6745,0.3278,0.9465401,-0.111200005,0.73939,-0.4913,0.48319998,-0.6666,-0.8307919,-0.69194824,0.8982
7159,0.42405,0.0318,0.7074707,-0.5107,-0.7403,-0.0177,0.3471,0.9652773,-1.4977,0.6309596,-0.2663,0.92585,2.0116,0.3188836,0.56488013,-0.2863
1026,-0.65330005,-2.0173,0.36726433,-0.79785,-0.59064996,-0.06,-1.0574,0.035094634,0.6458,-0.41636318,1.6397,-0.18,-1.1007,0.42137697,-0.14073825,-0.7926
7082,0.2695,-0.2338,-0.09015651,0.084,1.4031999,-0.2734,-0.8732,-0.6398597,-0.36965,-0.36728454,-0.7259,0.67405,0.7697,-0.58567786,-0.43744868,-0.9636
10058,-0.72305,0.0367,0.7017706,-0.32119998,0.24594998,-0.7202,0.5815,-0.69299024,-0.53325,1.1546223,0.7341,0.5546,-1.3591,1.128158,0.3007776,-0.7917
10797,0.4836,-0.3379,-0.031275958,-0.65645003,-0.73445004,-1.1762,-1.3084,-0.017430864,0.5736,-0.23006076,0.1253,0.19395,-3.1795,-1.0786053,0.27490392,-0.8245
11230,-0.0255,-0.7328,-1.0308838,0.1685,-1.0918,-0.325,-0.7836,-0.051797926,-0.10914999,1.0707809,-1.0367,-0.2759,1.1175,-0.31869054,0.8411176,0.2266
30836,0.20365,-0.277,0.53184134,-0.6444,-1.05225,-0.1488,0.927,0.1129814,0.02425,0.21280898,-3.7941,1.0127,-0.8262,0.26449013,-0.015461385,-1.2221
27336,-4.88695,-0.3096,-0.16449788,-0.03369999,-0.022750001,-0.6345,0.6039,0.019276157,-0.47575003,-0.042353503,-0.3079,0.43715,-0.4302,0.32385814,-1.4562056,0.0013
9918,1.1804,0.0643,-0.5318147,0.92905,0.8656,-0.357,-0.5297,-0.5054865,-1.1488999,-0.5949904,-1.4007,-0.5369,-0.749,2.0963936,-0.33251175,1.5509
79073,-0.5704,-1.1256,-0.3067346,0.4074,-0.72035,0.0547,1.702,-0.6786393,-0.1589,-0.8851961,1.3458,0.38740003,2.8647,1.0105509,1.2078686,0.1794
9688,-0.7758,0.6071,0.63981795,0.49539998,-1.7444,0.3413,0.1596,0.2145867,1.2451,-0.5622702,0.8186,-0.31125003,0.2529,0.05921957,0.086442955,-0.6739
23659,-0.50995,-0.8216,0.21770889,0.39664996,-0.49575,-0.5375,1.921,-0.68721735,0.43705,0.15556155,0.855,0.004500002,0.994,1.0227602,0.76917034,-0.1395
8396,0.4757,0.4389,0.44325906,-0.191,0.55035,-0.2462,-1.3061,-0.45013607,0.15429999,-0.39205897,1.5488,-0.18259999,1.62,0.6321052,1.7357341,-0.8918
23077,-0.56490004,-3.3905,0.3862949,0.69505,1.47645,-0.1237,0.7301,0.33940506,-0.02845,-0.41278708,-1.1242,0.36505,-0.3225,1.2102318,0.21486354,0.4915
10857,0.027150005,-0.8028,-0.0875062,-0.21159999,-1.2809501,0.1898,-0.4685,0.23690191,-0.43774998,0.50232184,1.4305,-0.83735,-0.5032,0.81245726,0.9654365,0.0552
16,0.17005,-0.6442,0.2956398,0.14530002,0.83155,-0.0684,-0.4526,0.18510458,-0.24829996,-0.99301815,0.6636,-0.04795,-0.8964,-0.021178907,-0.5804621,-0.7354
2817,-1.2203,-0.3305,0.9480583,0.3435,0.2884,-0.6837,0.7895,-1.0669665,-0.20665,0.5128095,-0.3008,0.8312,-0.3147,0.91963196,-0.3801739,0.6299
60528,-0.16005,0.489,0.4443505,0.786,-1.24545,-0.6535,0.6952,0.389828,1.2902501,0.7217995,0.7645,0.13059998,0.2149,0.2134923,0.853234,0.5681
5359,0.015399993,2.0017,-0.119140685,-0.90505004,0.76689994,0.0316,-0.7451,-0.4908598,-0.7803,0.70577586,-0.7974,-0.33689997,-0.5516,1.324085,0.102045394,-0.5158
1514,-0.72335005,-1.0918,0.6596395,-0.6006,-1.68925,-0.2963,0.5509,-0.7247392,-0.44919997,-0.35226232,0.5672,-0.21585001,-1.3924,0.10458101,1.3723822,-0.2541
1509,0.10690001,0.5056,-0.3477127,-0.6375,0.16440001,0.2656,1.9948,-1.1631397,-1.25085,0.19414303,0.9369,0.36025,1.7133,-0.28290427,-0.5055175,1.7606
9181,-0.33715,-1.218,0.42274275,-0.65055,-0.90545,-0.4744,-0.467,-0.6463413,0.078150004,-0.045716353,0.223,-0.015550002,1.5506,-0.11285895,-0.22499427,0.3068
3611,-0.9339,1.0133,-1.8983723,0.42285,-0.09359999,-0.4704,0.8732,0.119488865,0.2037,0.04844579,-1.6063,-0.54095,0.4435,0.7112458,1.3931098,1.2473
4783,0.12155,-0.3793,0.12678447,-0.232,1.49505,-0.6035,-0.3512,-0.8358689,0.019500002,-0.735062,-0.4131,-0.20225002,-1.0649,0.34026614,0.4237106,-2.3335
10123,0.49005002,0.145,1.2155755,0.125,-0.0792,-0.2128,0.9432,0.04385346,-0.05735,-0.39625007,-1.6379,0.8015,-0.2494,-0.3452471,-1.285186,-0.3888
8895,-0.98675,0.0786,0.6074792,-0.8339,-0.87369996,0.6152,-0.5609,-0.5927451,-0.652,1.0450991,0.89,-0.36235,-2.4877,-0.243861,-0.20313385,0.1113
9805,3.8758,0.5582,-0.07560769,-0.69895,-0.96465,-0.5744,0.9834,0.2655537,0.26064998,-0.5962054,-1.464,-0.6408,1.6767,0.17344692,-1.0395795,0.774
4125,-0.69425,-0.0403,-0.6967916,-0.14769998,-0.38810003,-0.8939,-1.3771,-0.8243921,0.66285,0.42462766,1.8894,0.0685,-0.5137,0.0963193,-0.29084313,-1.3556
1635,0.065299995,0.2669,0.035871945,-0.422,1.02765,0.2142,-1.2662,-1.5391036,0.52355,-0.31731188,1.3733,-0.30475,0.7148,0.30958965,0.88037205,-0.143
4154,0.003399998,-0.4566,-0.89727485,0.2572,-0.5258,1.0751,-0.695,-0.696462,0.26705,1.0816538,0.9276,-0.0388,-0.8743,1.201237,1.4632221,-0.5504
26292,-0.22510001,0.9382,-0.28747278,-0.38295,-0.9561,0.3274,-0.2506,0.14514306,0.1549,0.2647136,1.3778,-0.86370003,0.4889,-0.38536018,0.21084397,0.5263
5770,-0.8424,-9.0664,0.7088537,0.08765,-0.3954,-9.547,0.882,0.34430498,0.3917,-0.23158647,0.5429,0.15529999,-0.0132,0.24345864,0.30181962,0.5523
25874,0.5699,0.2864,-0.26785496,-0.94765,-0.0047,1.0128,-0.1045,0.086756945,-0.76215,-0.26768133,-0.1299,1.15805,-0.0271,-0.48214346,0.30760324,0.376
11319,1.5376999,-0.7617,-0.123115726,-0.103599995,-0.70930004,-0.2925,0.7687,-1.7332569,-1.3023,0.013779295,0.0167,-0.3679,-0.3803,0.670522,0.41618428,-0.599
1153,-1.2558501,-0.2825,-1.1922355,0.22035,-0.1813,-0.3827,-1.9124,0.2062262,-0.49420002,0.88653755,0.382,-0.32024997,0.0645,-1.5186127,-0.594254,-0.0455
11098,0.56585,0.1234,-0.3813153,0.3791,-1.41775,-0.0989,0.8756,0.3077811,-0.16255,-0.51602393,-1.5095,-0.059200004,1.2866,-0.77591187,1.1398343,1.371
8974,-0.11644995,0.5426,-0.22251773,0.012850016,-0.2927,-0.6745,0.7119,0.11006108,0.037499994,0.035585545,-0.0178,0.45175,0.7032,1.8628539,-0.14881161,-0.1817
533,0.015950024,-0.1928,-0.41773272,0.02605,-0.24285,0.4583,-1.1792,-0.2802505,-0.66835,0.5655886,0.7303,-0.82385004,-3.7661,-0.27481872,0.81938124,-0.8678
823,-0.26845,8.0592,-0.44488317,0.0616,2.0511,-0.3265,-0.2592,-0.18586586,-0.7759,-0.3366035,-0.6822,0.30494997,1.7346,0.5539435,0.9937484,-0.1266
6812,-0.13894999,3.3015,0.20851997,-0.5164,0.2516,0.2894,0.2607,-0.6652808,0.7145,-0.13752332,2.8033,-0.67395,-0.6964,-0.4585491,1.002731,-0.7756
3693,-0.4993,-0.4391,0.797688,0.37860003,-0.89675,-0.6799,0.7703,-0.8354777,0.49839997,-0.23171496,0.482,-0.90204996,-1.8373,-0.3795964,0.27414593,-0.9206
4891,-0.267,-0.1577,0.103861,0.65805,0.5285,0.2191,0.5271,-0.27383423,0.71305,-0.6623804,0.2355,0.22165,0.4812,1.3677278,0.49374062,-1.9036
10954,-1.0551,-1.0725,-0.46527803,-0.77935004,-0.4343,-0.3647,-1.4374,-1.357801,0.72375,-1.0225928,-0.0782,-1.1634,1.5308,-0.17589805,0.48012006,-0.6372
5909,-0.5588,0.328,0.7068658,0.0995,-0.50025,-1.1222,0.7869,-0.6352031,0.1917,-0.12721118,0.5482,0.10135,1.6041,0.27374393,-1.304991,-0.5147
9221,0.9174,0.038,0.72908455,-0.9944,0.025700001,0.1753,-0.26,-0.62395936,0.3754,-0.47404513,1.7598,-0.3863,1.2877,-0.3697468,0.8867954,0.5674
847,0.010399997,0.5859,0.46272537,-0.17040002,-0.51065,0.129,0.3795,0.99948,0.28255,0.30269358,-0.5751,-0.2268,-1.1297,-0.18415058,-0.4800002,1.4529
11072,0.34655,0.9184,-0.56875664,-0.94949996,-0.93345,0.3455,-2.3027,-0.2815756,0.1486,0.07259956,0.7578,0.33384997,0.2673,1.1611767,0.15097266,-0.4163
10221,-0.12755,-0.1133,0.56489944,-1.04,-0.08060002,0.2526,0.5613,0.76482296,0.36365002,-0.49410778,-0.626,-0.46445,-0.8643,-0.51356065,-0.8797068,0.7155
7158,-0.39095,-1.7002,-0.18440811,-0.18959999,0.35205,-0.742,-1.1463,1.0173358,0.071150005,0.2755698,0.6324,0.33905,-0.3691,1.283217,-0.4151368,-0.2908
8678,-0.27525,-0.9371,-0.5490769,-0.62955,0.19060001,-0.9612,0.166,-0.5904521,-0.9332,0.49577117,0.7856,0.4598,-0.7419,-0.3216505,0.3325859,-0.4657
