pr_gene_id,A375,A549,BT20,HCT116,HS578T,HT29,LOVO,MCF7,MDAMB231,PC3,RKO,SKBR3,SKMEL28,SW620,SW948,VCAP
11014,0.29295,-1.6743,-0.7394084,-0.48225003,0.15885,0.068,-0.3203,-0.18923262,-0.82265,-0.36729097,0.7991,0.002399996,-1.3326,0.20938258,0.32834426,-0.0627
1994,0.4262,-0.0554,-0.5444782,-0.38155,0.30205,-0.1335,1.4617,-0.9450363,0.0888,-0.21921289,0.3468,-0.2843,1.313,0.33569115,0.09968142,0.696
3482,-0.011650004,-0.8655,0.8407618,0.75229996,0.32109997,-1.0745,0.2297,0.020131886,-0.41525,-0.25535578,0.2839,-0.02335,1.5999,0.673365,-1.212428,-1.1869
25976,-1.55755,0.1198,0.011300013,-0.0743,-0.3514,-0.1834,-0.7323,-1.8649473,-0.65155,-0.42964515,1.0576,-0.031249998,0.3526,0.46781442,0.81876785,-0.8025
10491,-0.3908,-1.046,-0.4945995,0.40555,-0.88240004,-0.4397,-0.118,0.2251223,0.2324,-0.21473436,0.9223,-1.0893,-0.073,-0.38387772,0.4439094,-0.6186
51053,0.4533,0.5932,-0.11422913,0.46525002,0.6745,0.6555,-1.3175,-0.021626234,0.4471,0.6450175,-2.8116,0.19285002,-1.8798,-0.44259512,0.850846,-2.1728
9267,-0.1235,0.0981,-0.015551649,0.18915,-0.3793,-0.6965,-0.2793,0.46447736,0.002350003,-1.038938,0.4285,-0.37765,-0.2109,0.077795476,-1.3567185,-1.0019
5547,2.44175,1.3252,-1.3093343,0.08499999,-0.07975,-0.1788,0.8407,-0.2846666,-0.19119999,0.37373906,-0.7111,-0.3115,2.4738,1.404575,-0.18748702,0.3421
6597,-0.4441,-0.6745,0.4390787,0.093899995,0.41655,-0.8164,-1.2858,-0.70984054,0.39564997,-0.6765828,1.0501,1.3842,0.8463,-0.3785522,0.80119324,-1.3544
5836,0.58210003,0.0843,-0.42610332,-0.055649996,-0.061100006,-0.7309,0.5377,-0.79039526,-0.9898,-0.050185524,1.3398,-0.8254,-0.3103,1.1888961,0.28364724,0.6921
6118,0.8664,1.8113,1.6895735,-0.02775,0.3243,-0.4018,-0.9623,-0.64657855,-1.6131,0.3282796,-0.1853,-0.43375,0.4236,1.6402359,0.43179658,-1.0653
2961,0.36580002,0.188,0.7389558,0.33605,-1.0241,-0.0365,1.2644,0.69511986,0.72845,0.20368902,0,0.15095001,0.6755,0.16108963,0.85867566,1.6357
310,-0.17325,-0.2752,-1.3309752,-0.2328,-0.8876,0.4507,-0.8262,-0.7871809,-0.7801,0.5225675,1.1843,0.053200036,0.1341,-1.6572201,0.7722679,-0.6903
7296,0.519,-0.6327,0.15398096,-0.68590003,0.21665,-0.0924,-0.0416,-0.816463,-0.11315,0.056408137,0.7227,1.07835,-1.4284,-0.23114821,-0.16859403,-0.5816
1429,0.47675,0.2043,-0.23166195,-0.332,-1.70995,0.9756,-1.0105,0.0916301,-0.25855,1.5236856,0.6745,-0.49585,-1.7917,-0.9852282,-0.10780957,-0.9842
2548,-1.65425,-0.7729,0.43359837,-0.6018,-0.32255,-0.1703,0.3164,-0.4705914,-0.0582,0.055568725,1.5323,-0.9736,0.4276,-1.3541203,0.30703995,-0.9551
6499,-0.75505,0.146,0.61343354,-0.27594995,-0.64489996,-0.6632,-0.5774,2.622116,1.32085,0.34916717,0.4592,-0.22950001,2.9116,-0.005459487,0.44894505,0.0817
642,-2.478,0.4773,0.092808366,0.13714999,0.13685,-0.2914,-0.2014,0.45438838,0.95545006,0.007972762,1.9963,-0.1619,-0.9951,-0.19668356,1.0625342,-0.404
23076,0.11965001,-1.1115,0.7111385,0.634,0.5043,-0.4722,0.1171,-0.6972402,1.2112501,-0.23950411,1.5969,0.41840002,-2.7149,-0.115158916,1.5441774,-1.4916
10099,-0.24659999,0.4508,-0.5524106,-1.3091999,-3.2360501,-0.1741,-0.3465,-0.08881608,-0.9283999,-0.8865318,1.1597,-0.3371,1.0525,1.7453585,0.18987234,0.1513
9817,-0.7654,0.1807,-0.08607622,0.5374,-0.48455,-0.1148,0.8122,0.23633632,0.68165,-0.17212927,0,0.38595,1.8189,0.43642384,0.526296,0.5175
9126,1.0601001,0.4987,0.37087703,-0.444,1.5426,0.0335,1.3242,0.78942466,-0.94605,0.60799974,-2.1089,0.6728,-0.6724,-1.4371936,0.060634978,0.6941
3930,0.2721,-1.3698,-0.64780015,0.3166,-0.6724,-0.1216,-0.0959,-0.16455734,0.4357,0.3831937,1.1322,-0.4201,1.4412,0.27082983,0.7836871,0.5513
10450,-0.75545,0.7561,-1.5186418,0.1866,-0.5918,-2.0152,-0.9148,-0.5188587,-0.5734,-0.40350935,0,-0.075,0.4686,-1.2994769,0.78352237,0.3073
54386,-0.79015,0.8109,-0.79267025,-0.806,-0.11295,-0.3519,-0.2121,0.24048133,0.06845,-0.13722983,0,0.22845,0.1161,0.11033651,0.13465768,1.1513
664,0.2002,-0.5352,0.43343785,-0.41640002,-0.51575,-0.5956,-0.7868,-0.5101683,0.7026,0.33616084,-0.8257,0.07439999,-2.6222,0.8885663,-0.36765963,-0.7179
596,0.02305,0.3252,0.9301603,0.87874997,1.4662,0.4216,-0.3349,0.6115148,1.35355,-0.61651826,-0.0927,-0.4179,-0.2155,1.3708347,-1.3670918,-0.1273
10180,-0.2806,0.2217,0.27251697,-0.29950002,0.44185,-0.7009,0.9266,-0.62685114,0.22075,-0.025705695,-0.7872,-0.23500001,0.2426,0.9819275,-0.007442758,-0.0332
1445,0.1118,0.4031,-0.2725231,-0.2719,0.07915,-0.2426,-0.5407,-0.39616156,0.69475,-0.38334,1.6466,0.61950004,-0.5835,0.373716,0.111142755,-1.0814
230,0.12775,0.3131,0.22574782,-0.30065,0.65955,-0.2641,0.8221,-0.31312406,0.26669997,-0.20793134,1.5661,0.218,-0.2193,-0.093898654,0.07748601,-0.4624
9246,-1.3596,0.9266,0.51182854,0.4584,-0.78655,-0.3898,-0.8103,-0.8016554,0.024749994,0.3809516,-0.9652,0.45415002,-0.2086,1.2935315,-0.77622116,-0.0849
5092,0.45229998,0,-0.042580783,0.54639995,-0.029550001,-0.1868,-1.1258,-0.65220755,-0.07315001,0.05724629,1.2299,-0.52435005,-0.5074,1.1517289,1.149302,-0.652
23463,2.88695,-0.6976,0.31363714,0.3033,-0.9979,-0.2178,0.0624,1.204152,0.20339999,0.33020812,2.0618,0.20815,1.7194,3.284616,0.9694662,0
10007,-0.45270002,0.1529,-0.5890577,-0.004999995,-3.7475,0.0594,-0.0251,-0.8315276,-0.99715006,1.1111338,1.0103,-1.37475,0.9264,-3.7096062,-1.171073,0.3633
4925,-0.84925,-1.7629,-1.2650006,-0.20814997,-0.74095,-0.5648,0.7594,0.9890087,-3.39285,0.16179155,0.8642,0.044300005,1.905,0.59507203,-0.18173514,0.6351
6251,0.36935,1.0055,0.061438635,0.83865,-0.4424,-0.3642,1.4155,0.88146037,-0.48254997,0.2162948,-1.3204,-0.011299998,0.8096,1.4736602,-0.45975852,0.8002
5782,0.38885,0.0076,0.514323,0.2714,-1.2613,-0.6121,-0.287,0.23774284,-2.31935,0.30150688,1.5444,0.7069,1.1217,0.033700705,-0.035780378,0.4681
5106,5.7235003,-0.2079,-0.21664794,-0.20359999,1.5463,-0.2367,0.0467,0.029521652,1.4958,0.67262536,-1.4371,0.65695,-0.8997,-0.12054167,-1.1903104,-0.0301
2673,0.515,-0.8471,0.07066932,0.052100003,-0.56795,0.2554,-0.993,0.9886428,-0.4267,0.3505887,0.5687,0.30089998,-0.8702,0.44207624,-0.095771,-0.9935
644,-0.59455,-0.7645,-0.20443806,1.3173001,0.78705,0.3168,-0.5014,0.5094377,0.17245,-0.21605459,0.6856,-1.1841,-1.3499,0.033847783,0.45231315,-0.5059
6284,1.3317499,0.5775,-1.0397091,0.31665,0.6028,0.6346,1.4826,0.010131195,-1.04145,0.20022349,1.0537,-0.66405,-1.447,-3.0688806,-0.19640774,0.8555
4605,-0.16825001,-0.7007,-0.14344315,0.53235,0.4029,-0.4738,-0.5567,-1.0242082,0.82685,0.11026822,-0.3619,1.06885,0.4153,1.5232134,-0.6953306,0.4363
6810,-0.59405,-0.4008,0.62906414,-0.69685,-0.26555002,0.2424,0.3685,0.044322595,-2.5045502,-0.08154139,-0.1143,-0.41465,1.0956,1.3154682,-0.18815958,1.0048
54499,0.00335002,0.549,-0.52509445,-0.04699999,-0.88695,0.3624,-0.3995,-1.0744568,-0.61775,0.8760629,1.2492,-0.18620002,0.8098,-0.09720296,0.76691264,0.58
11007,0.15900001,-0.0881,-1.5267618,-0.34265,-0.5122,-0.387,0.8421,-0.39664865,-0.9697,0.08379223,1.4792,0.8483,1.2836,-0.38182834,-0.15072648,0.0543
1643,0.14874999,-0.1612,-0.7820628,0.15280001,-1.5653,-0.3761,0.0753,-0.25817198,-0.2437,0.9187968,1.2118,-0.4897,-1.0254,0.36516768,-0.78443253,-1.9978
25805,0.12870002,0.0892,0.623495,-0.60109997,-0.1792,0.4199,-0.7252,1.2176105,-0.10445,0.3318523,0.3568,-0.26999998,-2.4684,-0.4039027,2.5589845,-0.2069
3033,-0.11115001,0.9071,-0.54491043,-0.80120003,-0.8019,0.2835,1.5499,-1.4362215,-0.36044997,0.6639232,0.7204,-1.78845,-0.285,-1.3656092,-0.48642296,0.5459
2745,0.79215,0.2702,0.98106325,-0.26415,-0.1225,0.2438,-0.7883,0.66332394,-0.1493,0.652539,0.8472,-0.4235,1.0835,0.5028083,0.160202,0.7985
9961,-0.41985,-0.6162,-0.2642264,0.05735001,-1.1462,-2.0652,0.8006,-0.52307165,0.1323,0.5535029,-0.5268,0.75084996,1.2056,-0.23813486,0.05277589,-0.1159
3925,0.011999995,1.8953,-2.7726018,0.025200002,-0.06299999,-1.1226,0.5589,0.746494,0.5542,-0.57490146,2.0739,0.13309997,1.6717,-0.017280702,0.50863934,0.8368
2582,-0.61755,0.1405,-0.66012514,-0.050400004,-0.60644996,-0.4552,-0.46,-0.032309815,-0.034049995,-0.56350994,0.688,-0.13345,0.9671,0.24933715,-0.46315628,0.808
5792,-0.56075,-0.2284,-0.30780512,0.41210002,0.70379996,0.3697,-0.6561,0.7427676,0.35095,0.47021174,-1.8624,-1.4986501,-0.9969,1.1071005,-0.6978905,0.6514
5236,0.21289998,-0.411,0.70232224,-0.54480004,-1.3083,-0.8704,-0.0822,0.64764166,0.34,-0.728509,0.9602,-0.6082,1.3184,0.65924263,1.1355727,-0.1149
4016,0.30184996,0.5644,-0.21457458,-0.01970002,-0.508,-0.3586,0,0.16266082,-0.11524999,-0.26480275,-0.5308,0.27514997,-0.4058,1.0916748,-0.5198916,0.6171
4651,-0.3707,-0.91,0.34626377,0.1928,-0.030750006,0.0778,0.1134,-0.18828079,1.56325,-0.6387704,0.4519,-0.55780005,0.7598,-0.35966054,0.42960957,-0.7287
3988,0.2334,0.1501,-0.1136843,0.29745,0.4194,0.0275,0.3067,-0.42463383,-0.3145,-0.042193495,-1.3232,-1.0969,-0.6346,-0.4044655,-1.0394136,0.3027
26227,-1.1197,0.5342,0.21061519,1.363,-0.98424995,-0.7351,-1.3303,-0.54225934,0.02775,-1.4478245,0.5296,0.2173,0.765,-0.51553977,0.22283939,-0.1211
7982,-0.69215,-0.0835,-0.02740033,-0.1732,-0.63759995,-0.0308,-0.3221,-1.169101,0.55155,-0.24447659,0.587,0.7228,1.5019,0.12883598,0.6760336,-0.2796
3551,0.31655002,-0.5979,0.61820626,1.6184499,1.9793,-0.3806,0.4304,-1.5469332,0.2595,-1.1403114,-1.9331,-0.23345,-1.0848,2.2146306,-0.16188268,-0.5625
5108,-0.21085,-1.405,-0.3552022,-0.40739998,-3.1571,0.0147,-0.4356,0.19047292,0.010000005,0.10966831,1.0278,-0.67455006,0.2909,-0.9504873,0.07722038,-0.4684
8870,-0.05395001,0.7949,-0.118361644,-0.4788,-0.6151,0.5458,-0.6113,-0.48735905,-0.54,0.6564465,1.4249,0.04590001,1.0044,0.07553036,-1.4818463,-0.2862
2195,-0.73405004,-1.0494,0.5698464,0.22720003,-1.5866001,-0.0692,0.4286,-0.1283051,1.5836,-0.29820836,-0.7509,0.84945,-0.9173,-0.1287871,0.20995143,-0.7203
8731,-0.76785,-0.8947,-0.28946123,-0.21535,-2.10045,-0.0715,-0.8445,-0.614056,-0.4561,-0.3444424,1.0039,0.66175,-0.1759,-1.5388669,0.50892746,-0.5195
1956,-0.20409998,-0.6391,0.22914343,0.5906,-0.4196,0.0778,-0.113,-0.33044606,0.13185,-0.013948776,1.2305,0.15685,1.4368,1.1226401,-0.001294226,0.5144
10276,-0.00395,-1.1051,0.6418721,0.08525002,0.9717,-0.6261,-0.2708,0.4153227,-0.21680003,-0.09099762,1.0333,0.055650003,0.1209,-0.44758594,-0.35993245,-0.1654
1666,-0.48045,0.4346,-1.0496532,-0.9685,-1.1841,-0.6917,-0.4051,-0.0510339,-0.36925,-0.15446427,0.9354,-1.7306,-0.6042,-1.2534773,-0.9548896,-0.9266
4864,0.261,-0.6983,0.34158143,-0.2452,-0.13595,-0.7055,1.7293,0.037959397,0.046349995,-0.03398875,-0.6109,-0.3621,-1.0592,-1.7504287,-1.249244,1.4186
4232,0.5516,-0.6054,0.36015013,0.12909997,0.0007,0.3267,-0.091,-0.39409804,0.39295,0.110916644,-0.68,0.5404,-2.1501,0.92067385,-0.123894766,0
5050,0.5203,0.4364,-0.81401193,-0.14310002,-1.1942999,-0.0247,-1.0419,-1.280541,-4.6719,-0.0999002,1.7889,-0.3657,1.2618,0.2563262,0.5777577,0.2956
813,-0.22635004,-9.9908,-0.5740566,-0.19409999,-1.01735,-0.557,-0.3195,1.6078838,0.92275,0.39879745,0.7056,-0.54125,1.5975,0.5329394,-0.041555285,1.6695
3964,-0.41725,-0.6556,0.03804473,0.15165001,0.9398,-0.3178,1.246,-1.2282898,-0.6039,-0.29296815,-0.6232,-0.17265,-0.6207,-0.66620886,-1.1460725,1.1298
26020,-0.50735,-0.8526,0.038691603,0.33705002,0.2182,-0.8877,-0.2634,-0.14827016,0.2064,0.39493433,1.48,-0.16155,0.1173,-0.45952672,-1.7573708,-1.2778
481,0.13705,-0.2848,0.5276401,-0.12789997,-0.051199995,-0.129,0.5514,-0.32020244,1.5063,0.7042544,1.8338,0.1065,0.7712,0.47808048,0.29313505,0.5341
5019,0.87275,0.0857,0.50363845,-0.21355,0.2099,-0.6125,-0.0053,0.16918239,0.4698,0.29159802,1.4477,0.696,-2.7662,-1.3097622,0.15157732,-0.8717
291,0.056099996,-0.6814,-0.9674976,-0.1043,0.8619,-0.1378,-0.4927,-0.39452446,-0.63874996,-0.7545374,1.018,0.6883,-1.7609,-1.004315,-1.0006568,-1.1585
10973,-0.0327,-0.8737,0.25383714,0.07664999,-0.28660002,-0.6389,0.58,0.39549917,0.56955,0.10066975,1.1263,-1.66395,-0.7163,0.26163822,1.0606145,-0.6393
9697,-0.58155,-0.5512,0.94772804,-0.39929998,-0.58164996,-0.2329,-0.8866,-0.26599294,0.87825,-0.51827836,-0.1882,-0.74729997,2.7471,0.21579538,-0.28313714,1.0891
5831,-0.6169,-0.2298,-0.7319844,-0.3975,-0.4107,-0.8038,-1.0901,-0.47278085,0.15005001,-0.07996069,0.6155,-0.3891,-1.0249,1.2590181,0.30818248,0.1897
8202,0.2798,-2.0546,0.080085084,0.148,0.93165,-0.7307,0.7492,-0.17672302,-0.93535,1.0829344,-1.1585,-0.29474998,0,0.21905991,-1.0084472,0.3175
57804,-0.41314998,0.8005,-0.779158,-0.21214998,-0.0656,0.2765,1.0848,0.027487444,-0.09565,4.890424,3.5512,-0.74205,0.7687,-0.35384342,-1.2361586,-0.5817
5566,0.06875,-0.1602,0.11441752,0.5862,1.2819,0.5143,0.7441,0.19794211,-0.16115001,0.30787686,-0.8894,0.49165,0.3231,0.42020583,-0.54988426,-1.4863
57149,-1.03355,0.6981,-0.094243646,-0.49115002,2.3205,0.4939,-0.9759,-0.605705,-0.29185,0.5582563,0.2876,-0.58415,-0.0692,-0.78040195,0.26320207,-1.339
7416,-0.462,-0.6212,-0.73192024,-0.14955,0.70695,0.5017,-0.3123,-0.84413826,-0.16465001,0.01054658,1.8278,-0.6183,0.3663,0.07820493,0.6892065,-1.0302
10174,-0.44275004,-0.2502,0.45887387,-1.1147001,-2.69315,-0.2493,-0.9228,-0.35493276,0.66875005,1.408628,1.1689,-0.3903,-1.6921,-0.39200628,1.3849003,-0.6279
6676,0.46525002,0.3252,-0.7912518,-0.5233,0.32025,-0.3314,-0.6465,-0.5641979,0.14395,0.44162518,0.3479,0.019800007,-0.6151,0.15186843,0.027683318,0.5169
8884,0.61315,-0.8237,-4.150484,0.80595,0.7540501,-0.3245,-2.2574,1.1954626,0.4103,-0.80799264,1.3003,0.63035,1.512,-0.11442128,1.3407015,0.5085
5997,-0.80675,-9.0608,-0.2860198,-0.51565003,-0.40385,0.1767,0.2487,-0.46514148,-0.46005,0.08826883,0.2766,0.20475003,-0.4613,1.3042305,0.5285419,-0.5735
57147,-0.2696,1.5757,0.31451952,0.56135,-0.3075,-0.4362,2.6461,-0.37170792,0.029399991,1.0785086,1.7671,-0.21805,-0.4919,-0.47255325,1.1012571,-0.2904
6909,-0.84415,-0.5905,0.05764836,-0.1553,0.3757,0.0175,-0.2017,0.7092395,1.4011999,1.46222,-0.6961,0.18570001,2.8538,0.55252147,-0.34146404,-0.7893
9093,0.4173,0,1.2229342,0,0.001,0.7193,-0.514,-4.6122227,0.71414995,0.3962807,0,0.6842,-1.4935,0.11135246,0.00024737,0
23142,0.2552,-0.7964,0.34872496,0.18135,1.34195,0.6806,0.907,0.004195958,-1.0581001,0.19906443,-1.2647,-1.04345,-0.1184,0.35558248,-1.1031088,0.4111
8444,-0.51025,1.1047,-0.17056994,-0.24045001,-0.62670004,-0.19,0.8354,-0.3320648,-0.85165,0.5536046,0.7401,-0.6264,-0.2279,0.33162525,-0.34535676,-0.2513
11232,0.169,0.7628,0.41755804,0.60385,-0.99584997,-0.5112,0.6104,0.3485185,0.38134998,0.6304321,1.2967,0.10839999,-0.3599,0.16925408,1.2096581,0.2502
27095,-0.034,0.1535,-0.86634547,-0.35134998,-0.8477,0.4353,-0.2291,-0.81224895,-0.9123,0.7280376,0.9151,0.09220001,1.2977,0.8908614,0.8423661,0.1836
10732,2.1985,-1.877,-1.133732,1.2328,-2.45675,-0.0241,1.9798,-0.36917517,0.16805,0.045252115,-0.3186,0.2503,0.7616,-0.5068326,-0.6955583,-0.3296
23029,-4.29175,-0.8684,-0.35184526,-0.6934,-1.34235,0.5892,-2.3761,-5.2492137,-0.9251,-1.0562067,2.1499,0.21315001,-0.536,-1.4613295,-0.028938647,-1.2401
9270,0.5454,0.3437,-0.49386656,-0.39405,-0.6753,0.7537,0.6261,0.6945759,0.039550006,-0.18083718,1.3953,-1.02,-0.4279,-0.036373407,0.23299181,0.6487
47,0.022300005,-1.0319,0.003887817,-1.07945,-1.4254,-0.1539,-0.6441,1.4281377,-1.19585,-1.0694033,0.4626,-0.056500003,2.3848,-0.6630132,0.47279114,0.1238
5889,0.087799996,-0.6434,-0.96402645,-0.91625,1.17775,2.2024,0.8262,-0.510972,2.9425502,0.11836457,-0.6611,1.4183501,0.1093,0.6206536,-0.3056546,0.2359
8243,-0.30734998,-1.2291,0.5973251,0.7681,0.6297,-0.5587,-0.3443,-1.293115,0.3668,-0.6197637,-1.3188,-0.1619,-1.1678,-0.64429533,0.07719524,0.2201
10730,0.68815005,1.04,-4.898919,-0.6767,-0.36470002,0.142,-0.441,-0.024859905,-1.5794,-0.2955235,0.615,-0.24419999,-0.8581,0.08158934,-0.32679182,-0.7396
30,-0.537,4.761,0.5089045,-0.375,-0.7213,0.0007,1.181,0.7922383,-0.056800008,0.30002335,1.113,0.107750006,0.8768,0.5867417,0.35018915,-0.2007
7466,-0.91795003,-0.7783,0.4468203,0.052849993,1.3884001,0.6553,0.558,-0.6150683,0.16765001,-0.7730964,-0.4488,0.101600006,0.4915,0.05237773,-0.26826692,-0.3994
89910,1.70535,-1.3412,-0.799644,-0.27284998,-0.3728,-0.5257,-0.5332,0.24482767,-0.36834997,0.14488441,-0.9556,0.7378,-0.2837,0.19916168,0.023614585,0.7179
56654,-3.4529,0.0034,-0.050818555,-0.2686,-1.2795999,0.646,-0.0919,-1.3690953,-0.306,-0.035719782,1.5294,0.51875,0.955,0.91062117,0.66394174,-1.3335
501,-0.84564996,1.5856,4.01308,0.13585001,-1.2822,0.7612,1.1434,-0.069043994,0.38475,-0.9804036,-0.8424,-0.4201,-0.9215,-0.53500766,-1.5345364,0.2611
5438,-0.55184996,0.5289,-0.71369946,0.22354999,-0.71209997,-0.3926,-0.0834,-0.1821858,-0.27220002,0.08941816,1.3376,-0.60335004,0.7776,-0.109995514,0.33093956,-0.0209
26993,0.18689999,-0.7048,-0.4163261,-0.6089,-0.3317,-0.4506,-0.2964,-0.77220666,-0.30085,-0.40781322,0.4867,0.54495,0.3427,0.3383845,0.17968808,-0.1801
55111,0.38605002,0.5732,-0.053152572,-0.4109,-1.1020501,0.3896,-0.2889,-0.60337317,-1.8161001,1.5254068,1.682,0.018800005,0.7909,-0.45090303,-0.18672433,0
8520,-0.4885,0,-0.566587,-0.4407,0.20189998,0.2986,-0.1093,-0.69869417,0.12595001,0.6804744,0.7247,-0.64909995,-1.083,-1.0895115,0.10682392,0.5475
10146,0.3807,0.1063,0.6024896,-0.11164999,0.1865,0.6518,-0.3659,0.80639076,0.5793,0.4071113,0.6821,-0.8743,-0.5876,-1.0104811,0.24332812,-0.8164
7165,-0.08819999,-0.5428,-1.1737224,0.54815,-0.64750004,-0.0922,1.1789,-0.13726074,-2.6778,0.32387406,0.8328,1.3506,0.6093,-0.0447829,-0.1906325,3.2086
55011,-0.015399993,-0.3548,-0.9077138,-0.5323,-0.21965,0.2681,2.4284,-1.0446699,0.42290002,-0.07620209,-0.4657,0.95495,0.2016,0.96118295,0.10292408,0.4888
6461,0.81630003,-0.2144,0.31125617,0.46945,0.5546,0.8295,0,0.35878116,-0.005349994,-0.42055237,-1.0297,0.90675,-0.6113,0.1743978,-0.39341977,0.0027
10813,-0.9983,-0.0426,0.9460352,0.3011,-0.17655,0.5681,-0.1556,0.8735723,0.42235,-0.32390365,-1.9118,-0.89725,0.4253,0.14692,0.6389818,0.0021
80746,0.17499998,0.1224,0.63804686,-0.34969997,2.6596,-0.0494,-1.4442,-1.1043761,0.9727,0.097749785,0.8078,-2.0066,-0.5961,-0.34481078,1.6173284,0.1567
10434,0.19225,0.6084,0.20522724,-0.97295004,-2.15885,0.8882,-0.2596,0.2906453,0.66465,1.1880695,1.2726,-0.5773,-0.5579,-3.3446817,0.3618992,-0.37
5607,-1.17445,1.5797,-0.82509816,0.5209,-0.4784,-0.4493,-0.4317,-0.509261,-0.27420002,-0.2886027,0.9123,-0.62175,-0.1522,0.8077791,0.30820006,0.1626
22827,0.36015,0.219,-0.34950265,0.33725,0.0003,0.6745,-0.4763,0.48695672,-0.13925001,0.30360126,0.002,-0.005849987,0.205,0.14012721,0.6154765,0.002
51635,-0.44895,0.1874,-0.9681015,-0.261,-0.47765,-0.8533,-0.8392,-0.22234187,-0.80165,-0.11414907,1.0906,-0.9003,-1.5299,-0.82958734,0.78639746,-0.002
84159,-0.3303,0.2958,-0.11936272,0.5683,0.24004999,-0.0321,-0.6106,-0.25453323,0.23465,0.55265373,0.1083,-0.50425,-0.8619,1.0174177,-0.4382698,-0.1409
3508,-0.7981,2.4961,-0.053719133,-0.030250013,-1.02025,-0.3838,0.5032,2.864273,0.14385,0.69540715,0.7486,-0.10355002,0.9423,-0.4002415,0.012165133,0.0034
84890,-0.95645,-0.2716,0.5178329,-0.2934,0.0502,-0.8848,-0.5079,-0.26747856,1.3497,0.40075755,0.5031,-0.7391,0.5,-0.8801367,0.9022107,-0.1541
79600,0.36445,0.4479,-0.3185808,0.2424,-0.004950017,-0.0762,1.7776,4.9781485,0.19685,-0.5891167,-0.7085,-0.70995,0.2308,-0.14980736,0.1660755,0.1333
8574,-1.23755,-0.138,-0.3525604,-0.13755003,-1.0610499,-0.5872,-0.6433,0.28615314,0.6468,0.24968441,0.0851,-0.8176,1.8176,-1.4715018,0.6278216,0.9035
5529,0.7777,0.7154,0.34941202,-0.0375,1.33945,0.551,2.3022,0.8247995,-0.13714999,1.1757618,-2.4526,1.14475,0.5801,0.5784513,-1.2630143,1.5127
3909,0.9328,-1.1807,-0.09901953,0.17174998,1.8991,-0.5056,-0.814,-0.39479232,-0.2542,0.26319605,-0.9799,-0.1931,-1.1673,-0.65792274,0.11077516,-0.8151
9637,0.65180004,0.1175,0.014101118,-0.81215,0.4918,-0.1043,-0.3637,-0.1573516,0.3271,0.8209348,-0.1166,0.61245,1.4418,0.35351893,0.014528066,1.3514
8518,0.057750016,-0.3413,0.28492594,0.18315,1.7349,-0.6363,-2.0489,0.53867376,0.39655,-0.008326419,0,0.13735001,-1.7506,1.0011402,0.44225472,-0.6095
6443,0.1411,-0.0282,0.16292624,-0.95205,-1.2133,-0.334,0.6452,-0.37050053,1.2037001,0.10149855,0.8926,-0.65040004,0.6066,0.3492141,-0.09684618,0.5665
58478,1.0394,0.6382,-1.1435828,-1.0406001,-0.21775,0.6109,0.6491,-4.220133,-0.1292,0.13220146,-0.0437,-0.2477,-0.2407,-1.1362113,-0.53893113,0.3231
4850,4.42275,-0.1609,0.12283909,0.050900012,2.2716,-0.9192,-0.4723,0.050355032,0.73375,0.09971753,-0.2422,-1.225,1.2916,-0.043039024,0.37373126,0.0587
23210,0.21605,0.1579,0.28548217,0.13219999,-0.7988,0.4,-0.3119,0.19756922,0.49985,0.5792413,0.6249,0.376,0.4016,0.03943424,0.6692574,0.3066
54733,-0.20475,-0.8351,0.8160534,-0.44019997,2.5871499,0.0621,-0.0208,-0.91027665,0.5535,0.11884084,0.6701,0.19279999,-0.2382,-0.2816792,0.7633026,-0.2881
55129,0.17545,-0.5791,-0.04870923,0.06920001,1.5019,-0.5623,0.7361,-1.3083472,1.6067,-0.32073107,0.5903,-0.72915,1.2061,0.8826369,-0.4778937,1.1858
10273,-1.2988499,-0.6578,-0.71405625,0.04429999,0.0017,-0.8686,-0.7984,0,0.61175,1.0460099,0,0.06310001,1.2913,0.5934127,1.4418938,0
572,0.7086,0.8731,0.2698332,0.3789,0.64605,-0.013,0.9244,-0.622959,0.50215,0.08869742,2.2214,0.01365,-1.5508,1.0523139,-0.006945686,0.0007
5716,0.20014998,0.3617,-0.57640696,-1.67645,-0.57105,-0.2097,0.6629,1.1346244,0.383,-0.59746635,0.7517,-0.46385002,0.3541,-0.8971847,-1.0781602,1.6662
22841,-0.9188,-2.8037,0.21105805,0.31005,1.0124999,-0.6147,-1.6108,-0.7654267,-0.57395,0.5559123,-0.3973,0.24339998,0.4011,-0.16205788,-0.5101816,-0.0597
2356,0.8152,0.2389,0.20164615,0.3587,-1.6683501,0.0937,-0.566,0.45092642,0.4389,0.7817364,1.522,0.08250001,0.4812,-0.55487233,1.0691377,-0.6422
6050,-0.41035,-0.1989,-0.62853074,0.67120004,1.5523,0.3146,-0.1323,-0.5556459,-0.20229998,0.28054965,-0.6745,0.5269,0.2206,0.77715445,0.6974769,0.0193
64422,-0.8007,0.4358,-2.0495903,0.15015,-0.76565,0.5224,0.0553,-0.4405321,-0.030150011,-0.39734015,0.795,-0.29935,-1.0171,-1.1742321,1.0036333,0.2591
8837,0.02315,0.1663,-0.42379558,0.020700008,1.3638,0.4076,1.4096,-0.20572416,-0.6276,-1.0071846,0.0337,-0.37309998,0.3353,0.23781605,0.31306028,0.1593
